participant_id,gender,education,cue,response,response_position,response_level
22,male,high school,intelligence,college,2,1
22,male,high school,intelligence,tests,3,1
22,male,high school,intelligence,knowledge,4,1
22,male,high school,intelligence,science,5,1
23,male,high school,intelligence,3. Books,1,1
23,male,high school,intelligence,reading,2,1
23,male,high school,intelligence,mathematics,3,1
23,male,high school,intelligence,professor,4,1
23,male,high school,intelligence,technology,5,1
24,male,high school,intelligence,4. Mensa,1,1
24,male,high school,intelligence,puzzle,2,1
24,male,high school,intelligence,logic,3,1
24,male,high school,intelligence,chess,4,1
24,male,high school,intelligence,debate,5,1
25,male,high school,intelligence,5. School,1,1
25,male,high school,intelligence,learning,2,1
25,male,high school,intelligence,education,3,1
25,male,high school,intelligence,high grades,4,1
25,male,high school,intelligence,scholarship,5,1
26,male,high school,intelligence,6. Sherlock Holmes,1,1
26,male,high school,intelligence,detective,2,1
26,male,high school,intelligence,problem-solving,3,1
26,male,high school,intelligence,critical thinking,4,1
26,male,high school,intelligence,innovation,5,1
27,male,high school,intelligence,7. Coding,1,1
27,male,high school,intelligence,computer,2,1
27,male,high school,intelligence,invention,3,1
27,male,high school,intelligence,research,4,1
27,male,high school,intelligence,discovery,5,1
28,male,high school,intelligence,8. Wisdom,1,1
28,male,high school,intelligence,experience,2,1
28,male,high school,intelligence,observation,3,1
28,male,high school,intelligence,thinking,4,1
28,male,high school,intelligence,analysis,5,1
29,male,high school,intelligence,9. Intelligence agency,1,1
29,male,high school,intelligence,spy,2,1
29,male,high school,intelligence,CIA,3,1
29,male,high school,intelligence,MI6,4,1
29,male,high school,intelligence,encryption,5,1
30,male,high school,intelligence,10. Artificial intelligence,1,1
30,male,high school,intelligence,robots,2,1
30,male,high school,intelligence,computers,3,1
30,male,high school,intelligence,software,4,1
30,male,high school,intelligence,algorithms,5,1
31,male,high school,intelligence,Smart,1,1
31,male,high school,intelligence,college,2,1
31,male,high school,intelligence,books,3,1
31,male,high school,intelligence,Einstein,4,1
31,male,high school,intelligence,science,5,1
32,male,high school,intelligence,Genius,1,1
32,male,high school,intelligence,tests,2,1
32,male,high school,intelligence,IQ,3,1
32,male,high school,intelligence,knowledge,4,1
32,male,high school,intelligence,professor,5,1
33,male,high school,intelligence,Brain,1,1
33,male,high school,intelligence,clever,2,1
33,male,high school,intelligence,technology,3,1
33,male,high school,intelligence,innovation,4,1
33,male,high school,intelligence,learning,5,1
34,male,high school,intelligence,Reading,1,1
34,male,high school,intelligence,education,2,1
34,male,high school,intelligence,degrees,3,1
34,male,high school,intelligence,mathematics,4,1
34,male,high school,intelligence,computer,5,1
35,male,high school,intelligence,Wisdom,1,1
35,male,high school,intelligence,smart people,2,1
35,male,high school,intelligence,thinking,3,1
35,male,high school,intelligence,puzzles,4,1
35,male,high school,intelligence,chess,5,1
36,male,high school,intelligence,Albert Einstein,1,1
36,male,high school,intelligence,success,2,1
36,male,high school,intelligence,discovery,3,1
36,male,high school,intelligence,theories,4,1
36,male,high school,intelligence,experiments,5,1
37,male,high school,intelligence,Intelligence tests,1,1
37,male,high school,intelligence,studying,2,1
37,male,high school,intelligence,scholarships,3,1
37,male,high school,intelligence,inventions,4,1
37,male,high school,intelligence,scientists,5,1
38,male,high school,intelligence,Quiz,1,1
38,male,high school,intelligence,intelligence agencies,2,1
38,male,high school,intelligence,code-breaking,3,1
38,male,high school,intelligence,strategy games,4,1
38,male,high school,intelligence,intellect,5,1
39,male,high school,intelligence,Analysis,1,1
39,male,high school,intelligence,logic,2,1
39,male,high school,intelligence,reasoning,3,1
39,male,high school,intelligence,comprehension,4,1
39,male,high school,intelligence,problem-solving,5,1
40,male,high school,intelligence,School,1,1
40,male,high school,intelligence,trivia,2,1
40,male,high school,intelligence,high IQ,3,1
40,male,high school,intelligence,curiosity,4,1
40,male,high school,intelligence,polymath,5,1
41,male,high school,intelligence,smart,1,1
41,male,high school,intelligence,education,2,1
41,male,high school,intelligence,Einstein,3,1
41,male,high school,intelligence,books,4,1
41,male,high school,intelligence,IQ,5,1
42,male,high school,intelligence,brain,1,1
42,male,high school,intelligence,tests,2,1
42,male,high school,intelligence,school,3,1
42,male,high school,intelligence,knowledge,4,1
42,male,high school,intelligence,science,5,1
43,male,high school,intelligence,genius,1,1
43,male,high school,intelligence,problem-solving,2,1
43,male,high school,intelligence,clever,3,1
43,male,high school,intelligence,innovation,4,1
43,male,high school,intelligence,technology,5,1
44,male,high school,intelligence,IQ score,1,1
44,male,high school,intelligence,chess,2,1
44,male,high school,intelligence,university,3,1
44,male,high school,intelligence,reading,4,1
44,male,high school,intelligence,analysis,5,1
45,male,high school,intelligence,wisdom,1,1
45,male,high school,intelligence,learning,2,1
45,male,high school,intelligence,degrees,3,1
45,male,high school,intelligence,professor,4,1
45,male,high school,intelligence,intelligence agent,5,1
46,male,high school,intelligence,mental strength,1,1
46,male,high school,intelligence,puzzles,2,1
46,male,high school,intelligence,mathematics,3,1
46,male,high school,intelligence,physics,4,1
46,male,high school,intelligence,thinking,5,1
47,male,high school,intelligence,cleverness,1,1
47,male,high school,intelligence,debate,2,1
47,male,high school,intelligence,reasoning,3,1
47,male,high school,intelligence,logic,4,1
47,male,high school,intelligence,creativity,5,1
48,male,high school,intelligence,knowledge,1,1
48,male,high school,intelligence,intellect,2,1
48,male,high school,intelligence,smart people,3,1
48,male,high school,intelligence,discoveries,4,1
48,male,high school,intelligence,intelligence tests,5,1
49,male,high school,intelligence,intelligence agencies,1,1
49,male,high school,intelligence,spies,2,1
49,male,high school,intelligence,coding,3,1
49,male,high school,intelligence,languages,4,1
49,male,high school,intelligence,memory,5,1
50,male,high school,intelligence,scholars,1,1
50,male,high school,intelligence,research,2,1
50,male,high school,intelligence,intelligence quotient,3,1
50,male,high school,intelligence,study,4,1
50,male,high school,intelligence,breakthroughs,5,1
51,male,high school,intelligence,Einstein,1,1
51,male,high school,intelligence,smart,2,1
51,male,high school,intelligence,college,3,1
51,male,high school,intelligence,IQ tests,4,1
51,male,high school,intelligence,thinking fast,5,1
52,male,high school,intelligence,books,1,1
52,male,high school,intelligence,genius,2,1
52,male,high school,intelligence,scientists,3,1
52,male,high school,intelligence,computer programming,4,1
52,male,high school,intelligence,math,5,1
53,male,high school,intelligence,chess,1,1
53,male,high school,intelligence,puzzles,2,1
53,male,high school,intelligence,grades,3,1
53,male,high school,intelligence,university,4,1
53,male,high school,intelligence,inventions,5,1
54,male,high school,intelligence,technology,1,1
54,male,high school,intelligence,reading,2,1
54,male,high school,intelligence,critical thinking,3,1
54,male,high school,intelligence,astrophysics,4,1
54,male,high school,intelligence,logic,5,1
55,male,high school,intelligence,history knowledge,1,1
55,male,high school,intelligence,vocabulary,2,1
55,male,high school,intelligence,debate,3,1
55,male,high school,intelligence,creativity,4,1
55,male,high school,intelligence,analyzing data,5,1
56,male,high school,intelligence,problem solving,1,1
56,male,high school,intelligence,strategy games,2,1
56,male,high school,intelligence,learning,3,1
56,male,high school,intelligence,curiosity,4,1
56,male,high school,intelligence,innovation,5,1
57,male,high school,intelligence,mathematics,1,1
57,male,high school,intelligence,coding,2,1
57,male,high school,intelligence,trivia,3,1
57,male,high school,intelligence,philosophy,4,1
57,male,high school,intelligence,study,5,1
58,male,high school,intelligence,knowledge,1,1
58,male,high school,intelligence,intelligence agencies,2,1
58,male,high school,intelligence,physics,3,1
58,male,high school,intelligence,research,4,1
58,male,high school,intelligence,education,5,1
59,male,high school,intelligence,high IQ,1,1
59,male,high school,intelligence,Mensa,2,1
59,male,high school,intelligence,scholarships,3,1
59,male,high school,intelligence,artificial intelligence,4,1
59,male,high school,intelligence,neuroscience,5,1
60,male,high school,intelligence,wisdom,1,1
60,male,high school,intelligence,brainpower,2,1
60,male,high school,intelligence,Elon Musk,3,1
60,male,high school,intelligence,theoretical physics,4,1
60,male,high school,intelligence,experiments,5,1
61,male,high school,intelligence,Einstein,1,1
61,male,high school,intelligence,smart,2,1
61,male,high school,intelligence,books,3,1
61,male,high school,intelligence,IQ tests,4,1
61,male,high school,intelligence,college,5,1
62,male,high school,intelligence,genius,1,1
62,male,high school,intelligence,brain,2,1
62,male,high school,intelligence,learning,3,1
62,male,high school,intelligence,science,4,1
62,male,high school,intelligence,math,5,1
63,male,high school,intelligence,clever,1,1
63,male,high school,intelligence,problem-solving,2,1
63,male,high school,intelligence,wisdom,3,1
63,male,high school,intelligence,knowledge,4,1
63,male,high school,intelligence,technology,5,1
64,male,high school,intelligence,intelligent design,1,1
64,male,high school,intelligence,chess,2,1
64,male,high school,intelligence,university,3,1
64,male,high school,intelligence,innovation,4,1
64,male,high school,intelligence,curiosity,5,1
65,male,high school,intelligence,high grades,1,1
65,male,high school,intelligence,debate club,2,1
65,male,high school,intelligence,logic puzzles,3,1
65,male,high school,intelligence,reading,4,1
65,male,high school,intelligence,computer programming,5,1
66,male,high school,intelligence,Stephen Hawking,1,1
66,male,high school,intelligence,NASA,2,1
66,male,high school,intelligence,artificial intelligence,3,1
66,male,high school,intelligence,research,4,1
66,male,high school,intelligence,coding,5,1
67,male,high school,intelligence,analytics,1,1
67,male,high school,intelligence,thinking,2,1
67,male,high school,intelligence,educated,3,1
67,male,high school,intelligence,diploma,4,1
67,male,high school,intelligence,libraries,5,1
68,male,high school,intelligence,inventions,1,1
68,male,high school,intelligence,philosophers,2,1
68,male,high school,intelligence,physics,3,1
68,male,high school,intelligence,intelligence agency,4,1
68,male,high school,intelligence,data analysis,5,1
69,male,high school,intelligence,mental agility,1,1
69,male,high school,intelligence,strategy games,2,1
69,male,high school,intelligence,documentaries,3,1
69,male,high school,intelligence,academic journals,4,1
69,male,high school,intelligence,scholarships,5,1
70,male,high school,intelligence,Mensa,1,1
70,male,high school,intelligence,neuroscience,2,1
70,male,high school,intelligence,critical thinking,3,1
70,male,high school,intelligence,linguistics,4,1
70,male,high school,intelligence,expertise,5,1
71,male,high school,intelligence,Smart people,1,1
71,male,high school,intelligence,high IQ,2,1
71,male,high school,intelligence,Einstein,3,1
71,male,high school,intelligence,college degrees,4,1
71,male,high school,intelligence,solving problems,5,1
72,male,high school,intelligence,books,1,1
72,male,high school,intelligence,science,2,1
72,male,high school,intelligence,math,3,1
72,male,high school,intelligence,technology,4,1
72,male,high school,intelligence,chess,5,1
73,male,high school,intelligence,knowledge,1,1
73,male,high school,intelligence,learning,2,1
73,male,high school,intelligence,genius,3,1
73,male,high school,intelligence,tests,4,1
73,male,high school,intelligence,grades,5,1
74,male,high school,intelligence,computers,1,1
74,male,high school,intelligence,NASA,2,1
74,male,high school,intelligence,professors,3,1
74,male,high school,intelligence,research,4,1
74,male,high school,intelligence,coding,5,1
75,male,high school,intelligence,thinking,1,1
75,male,high school,intelligence,brainpower,2,1
75,male,high school,intelligence,puzzles,3,1
75,male,high school,intelligence,intelligence agencies,4,1
75,male,high school,intelligence,logic,5,1
76,male,high school,intelligence,education,1,1
76,male,high school,intelligence,scholarships,2,1
76,male,high school,intelligence,PhDs,3,1
76,male,high school,intelligence,inventors,4,1
76,male,high school,intelligence,innovations,5,1
77,male,high school,intelligence,history,1,1
77,male,high school,intelligence,literature,2,1
77,male,high school,intelligence,psychology,3,1
77,male,high school,intelligence,philosophy,4,1
77,male,high school,intelligence,debates,5,1
78,male,high school,intelligence,robots,1,1
78,male,high school,intelligence,AI,2,1
78,male,high school,intelligence,brain games,3,1
78,male,high school,intelligence,memory,4,1
78,male,high school,intelligence,creativity,5,1
79,male,high school,intelligence,linguistics,1,1
79,male,high school,intelligence,quantum physics,2,1
79,male,high school,intelligence,medicine,3,1
79,male,high school,intelligence,engineering,4,1
79,male,high school,intelligence,analytics,5,1
80,male,high school,intelligence,wisdom,1,1
80,male,high school,intelligence,critical thinking,2,1
80,male,high school,intelligence,curiosity,3,1
80,male,high school,intelligence,understanding,4,1
80,male,high school,intelligence,insight,5,1
81,male,high school,intelligence,Einstein,1,1
81,male,high school,intelligence,smart,2,1
81,male,high school,intelligence,books,3,1
81,male,high school,intelligence,IQ,4,1
81,male,high school,intelligence,genius,5,1
82,male,high school,intelligence,brain,1,1
82,male,high school,intelligence,tests,2,1
82,male,high school,intelligence,math,3,1
82,male,high school,intelligence,science,4,1
82,male,high school,intelligence,reading,5,1
83,male,high school,intelligence,clever,1,1
83,male,high school,intelligence,quick,2,1
83,male,high school,intelligence,puzzle,3,1
83,male,high school,intelligence,knowledge,4,1
83,male,high school,intelligence,education,5,1
84,male,high school,intelligence,think,1,1
84,male,high school,intelligence,smart people,2,1
84,male,high school,intelligence,grades,3,1
84,male,high school,intelligence,college,4,1
84,male,high school,intelligence,high IQ,5,1
85,male,high school,intelligence,technology,1,1
85,male,high school,intelligence,inventors,2,1
85,male,high school,intelligence,discovery,3,1
85,male,high school,intelligence,research,4,1
85,male,high school,intelligence,innovation,5,1
86,male,high school,intelligence,analysis,1,1
86,male,high school,intelligence,logical,2,1
86,male,high school,intelligence,reasoning,3,1
86,male,high school,intelligence,problem-solving,4,1
86,male,high school,intelligence,intellect,5,1
87,male,high school,intelligence,wisdom,1,1
87,male,high school,intelligence,understanding,2,1
87,male,high school,intelligence,learning,3,1
87,male,high school,intelligence,intelligence tests,4,1
87,male,high school,intelligence,scholars,5,1
88,male,high school,intelligence,memory,1,1
88,male,high school,intelligence,cleverness,2,1
88,male,high school,intelligence,smartness,3,1
88,male,high school,intelligence,savvy,4,1
88,male,high school,intelligence,wit,5,1
89,male,high school,intelligence,professor,1,1
89,male,high school,intelligence,scientist,2,1
89,male,high school,intelligence,engineer,3,1
89,male,high school,intelligence,doctor,4,1
89,male,high school,intelligence,mathematician,5,1
90,male,high school,intelligence,curiosity,1,1
90,male,high school,intelligence,study,2,1
90,male,high school,intelligence,educated,3,1
90,male,high school,intelligence,brains,4,1
90,male,high school,intelligence,intelligent conversation,5,1
91,male,high school,intelligence,Einstein,1,1
91,male,high school,intelligence,smart,2,1
91,male,high school,intelligence,IQ,3,1
91,male,high school,intelligence,books,4,1
91,male,high school,intelligence,technology,5,1
92,male,high school,intelligence,brains,1,1
92,male,high school,intelligence,genius,2,1
92,male,high school,intelligence,exams,3,1
92,male,high school,intelligence,computers,4,1
92,male,high school,intelligence,science,5,1
93,male,high school,intelligence,thinking,1,1
93,male,high school,intelligence,clever,2,1
93,male,high school,intelligence,tests,3,1
93,male,high school,intelligence,knowledge,4,1
93,male,high school,intelligence,learning,5,1
94,male,high school,intelligence,smartwatch,1,1
94,male,high school,intelligence,innovation,2,1
94,male,high school,intelligence,brainstorm,3,1
94,male,high school,intelligence,analysis,4,1
94,male,high school,intelligence,strategy,5,1
95,male,high school,intelligence,intelligence agency,1,1
95,male,high school,intelligence,code,2,1
95,male,high school,intelligence,puzzle,3,1
95,male,high school,intelligence,logic,4,1
95,male,high school,intelligence,math,5,1
96,male,high school,intelligence,reading,1,1
96,male,high school,intelligence,school,2,1
96,male,high school,intelligence,wisdom,3,1
96,male,high school,intelligence,invent,4,1
96,male,high school,intelligence,curiosity,5,1
97,male,high school,intelligence,chess,1,1
97,male,high school,intelligence,intelligence test,2,1
97,male,high school,intelligence,study,3,1
97,male,high school,intelligence,problem-solving,4,1
97,male,high school,intelligence,experiments,5,1
98,male,high school,intelligence,artificial intelligence,1,1
98,male,high school,intelligence,brainpower,2,1
98,male,high school,intelligence,educated,3,1
98,male,high school,intelligence,research,4,1
98,male,high school,intelligence,innovation,5,1
99,male,high school,intelligence,nerds,1,1
99,male,high school,intelligence,genius,2,1
99,male,high school,intelligence,intelligence quotient,3,1
99,male,high school,intelligence,scholarships,4,1
99,male,high school,intelligence,university,5,1
100,male,high school,intelligence,intellect,1,1
100,male,high school,intelligence,smart people,2,1
100,male,high school,intelligence,high scores,3,1
100,male,high school,intelligence,trivia,4,1
100,male,high school,intelligence,inventions,5,1
101,male,high school,intelligence,Einstein,1,1
101,male,high school,intelligence,IQ tests,2,1
101,male,high school,intelligence,science,3,1
101,male,high school,intelligence,smart people,4,1
101,male,high school,intelligence,computers,5,1
102,male,high school,intelligence,books,1,1
102,male,high school,intelligence,college,2,1
102,male,high school,intelligence,knowledge,3,1
102,male,high school,intelligence,brain,4,1
102,male,high school,intelligence,genius,5,1
103,male,high school,intelligence,Stephen Hawking,1,1
103,male,high school,intelligence,reading,2,1
103,male,high school,intelligence,mathematics,3,1
103,male,high school,intelligence,logic,4,1
103,male,high school,intelligence,analytics,5,1
104,male,high school,intelligence,problem-solving,1,1
104,male,high school,intelligence,chess,2,1
104,male,high school,intelligence,technology,3,1
104,male,high school,intelligence,innovation,4,1
104,male,high school,intelligence,curiosity,5,1
105,male,high school,intelligence,intelligence agencies,1,1
105,male,high school,intelligence,spy movies,2,1
105,male,high school,intelligence,code-breaking,3,1
105,male,high school,intelligence,high tech,4,1
105,male,high school,intelligence,cybersecurity,5,1
106,male,high school,intelligence,debates,1,1
106,male,high school,intelligence,philosophy,2,1
106,male,high school,intelligence,vocabulary,3,1
106,male,high school,intelligence,discussions,4,1
106,male,high school,intelligence,thought experiments,5,1
107,male,high school,intelligence,science fiction,1,1
107,male,high school,intelligence,AI,2,1
107,male,high school,intelligence,robotics,3,1
107,male,high school,intelligence,future technology,4,1
107,male,high school,intelligence,space exploration,5,1
108,male,high school,intelligence,history,1,1
108,male,high school,intelligence,literature,2,1
108,male,high school,intelligence,experts,3,1
108,male,high school,intelligence,professors,4,1
108,male,high school,intelligence,education,5,1
109,male,high school,intelligence,puzzles,1,1
109,male,high school,intelligence,games,2,1
109,male,high school,intelligence,strategy,3,1
109,male,high school,intelligence,critical thinking,4,1
109,male,high school,intelligence,IQ scores,5,1
110,male,high school,intelligence,trivia,1,1
110,male,high school,intelligence,memory,2,1
110,male,high school,intelligence,learning,3,1
110,male,high school,intelligence,understanding,4,1
110,male,high school,intelligence,insight,5,1
111,male,high school,intelligence,Einstein,1,1
111,male,high school,intelligence,smart,2,1
111,male,high school,intelligence,high IQ,3,1
111,male,high school,intelligence,college degree,4,1
111,male,high school,intelligence,science,5,1
112,male,high school,intelligence,books,1,1
112,male,high school,intelligence,clever,2,1
112,male,high school,intelligence,problem-solving,3,1
112,male,high school,intelligence,knowledge,4,1
112,male,high school,intelligence,wisdom,5,1
113,male,high school,intelligence,genius,1,1
113,male,high school,intelligence,innovation,2,1
113,male,high school,intelligence,technology,3,1
113,male,high school,intelligence,quick thinker,4,1
113,male,high school,intelligence,logical,5,1
114,male,high school,intelligence,Stephen Hawking,1,1
114,male,high school,intelligence,educated,2,1
114,male,high school,intelligence,brainy,3,1
114,male,high school,intelligence,analytical,4,1
114,male,high school,intelligence,high grades,5,1
115,male,high school,intelligence,entrepreneurship,1,1
115,male,high school,intelligence,successful,2,1
115,male,high school,intelligence,intellectual,3,1
115,male,high school,intelligence,chess,4,1
115,male,high school,intelligence,mathematics,5,1
116,male,high school,intelligence,curiosity,1,1
116,male,high school,intelligence,learning,2,1
116,male,high school,intelligence,understanding,3,1
116,male,high school,intelligence,genius,4,1
116,male,high school,intelligence,inventiveness,5,1
117,male,high school,intelligence,Sherlock Holmes,1,1
117,male,high school,intelligence,strategy,2,1
117,male,high school,intelligence,intelligence agency,3,1
117,male,high school,intelligence,spy,4,1
117,male,high school,intelligence,deduction,5,1
118,male,high school,intelligence,reading,1,1
118,male,high school,intelligence,school,2,1
118,male,high school,intelligence,professor,3,1
118,male,high school,intelligence,expertise,4,1
118,male,high school,intelligence,Albert Einstein,5,1
119,male,high school,intelligence,Mensa,1,1
119,male,high school,intelligence,IQ test,2,1
119,male,high school,intelligence,debate,3,1
119,male,high school,intelligence,critical thinking,4,1
119,male,high school,intelligence,scholarships,5,1
120,male,high school,intelligence,programming,1,1
120,male,high school,intelligence,artificial intelligence,2,1
120,male,high school,intelligence,hacking,3,1
120,male,high school,intelligence,software,4,1
120,male,high school,intelligence,innovation,5,1
121,male,high school,intelligence,Einstein,1,1
121,male,high school,intelligence,smart,2,1
121,male,high school,intelligence,IQ tests,3,1
121,male,high school,intelligence,college,4,1
121,male,high school,intelligence,reading,5,1
122,male,high school,intelligence,brains,1,1
122,male,high school,intelligence,math,2,1
122,male,high school,intelligence,scientists,3,1
122,male,high school,intelligence,technology,4,1
122,male,high school,intelligence,logic,5,1
123,male,high school,intelligence,genius,1,1
123,male,high school,intelligence,knowledge,2,1
123,male,high school,intelligence,study,3,1
123,male,high school,intelligence,books,4,1
123,male,high school,intelligence,clever,5,1
124,male,high school,intelligence,intelligence agency,1,1
124,male,high school,intelligence,spies,2,1
124,male,high school,intelligence,secrets,3,1
124,male,high school,intelligence,government,4,1
124,male,high school,intelligence,codes,5,1
125,male,high school,intelligence,problem-solving,1,1
125,male,high school,intelligence,critical thinking,2,1
125,male,high school,intelligence,analysis,3,1
125,male,high school,intelligence,reasoning,4,1
125,male,high school,intelligence,innovation,5,1
126,male,high school,intelligence,chess,1,1
126,male,high school,intelligence,high scores,2,1
126,male,high school,intelligence,trivia,3,1
126,male,high school,intelligence,puzzles,4,1
126,male,high school,intelligence,strategy games,5,1
127,male,high school,intelligence,technology,1,1
127,male,high school,intelligence,computers,2,1
127,male,high school,intelligence,software,3,1
127,male,high school,intelligence,programming,4,1
127,male,high school,intelligence,internet,5,1
128,male,high school,intelligence,history,1,1
128,male,high school,intelligence,learning,2,1
128,male,high school,intelligence,education,3,1
128,male,high school,intelligence,degrees,4,1
128,male,high school,intelligence,lectures,5,1
129,male,high school,intelligence,robots,1,1
129,male,high school,intelligence,AI,2,1
129,male,high school,intelligence,future,3,1
129,male,high school,intelligence,science fiction,4,1
129,male,high school,intelligence,automation,5,1
130,male,high school,intelligence,wisdom,1,1
130,male,high school,intelligence,life experience,2,1
130,male,high school,intelligence,street smarts,3,1
130,male,high school,intelligence,intuition,4,1
130,male,high school,intelligence,understanding,5,1
131,male,high school,intelligence,Einstein,1,1
131,male,high school,intelligence,smart,2,1
131,male,high school,intelligence,tests,3,1
131,male,high school,intelligence,college,4,1
131,male,high school,intelligence,books,5,1
132,male,high school,intelligence,IQ,1,1
132,male,high school,intelligence,genius,2,1
132,male,high school,intelligence,math,3,1
132,male,high school,intelligence,science,4,1
132,male,high school,intelligence,study,5,1
133,male,high school,intelligence,brain,1,1
133,male,high school,intelligence,knowledge,2,1
133,male,high school,intelligence,learning,3,1
133,male,high school,intelligence,reading,4,1
133,male,high school,intelligence,education,5,1
134,male,high school,intelligence,computers,1,1
134,male,high school,intelligence,technology,2,1
134,male,high school,intelligence,innovation,3,1
134,male,high school,intelligence,inventing,4,1
134,male,high school,intelligence,coding,5,1
135,male,high school,intelligence,problem-solving,1,1
135,male,high school,intelligence,puzzles,2,1
135,male,high school,intelligence,chess,3,1
135,male,high school,intelligence,strategy,4,1
135,male,high school,intelligence,logic,5,1
136,male,high school,intelligence,professors,1,1
136,male,high school,intelligence,researchers,2,1
136,male,high school,intelligence,scholars,3,1
136,male,high school,intelligence,academia,4,1
136,male,high school,intelligence,degrees,5,1
137,male,high school,intelligence,analytics,1,1
137,male,high school,intelligence,data,2,1
137,male,high school,intelligence,research,3,1
137,male,high school,intelligence,intelligence agencies,4,1
137,male,high school,intelligence,spies,5,1
138,male,high school,intelligence,creativity,1,1
138,male,high school,intelligence,writing,2,1
138,male,high school,intelligence,arts,3,1
138,male,high school,intelligence,design,4,1
138,male,high school,intelligence,imagination,5,1
139,male,high school,intelligence,history,1,1
139,male,high school,intelligence,geography,2,1
139,male,high school,intelligence,linguistics,3,1
139,male,high school,intelligence,literature,4,1
139,male,high school,intelligence,philosophy,5,1
140,male,high school,intelligence,robots,1,1
