participant_id,gender,education,cue,response,response_position,response_level
13,male,high school,intelligence,clever,2,1
13,male,high school,intelligence,education,3,1
13,male,high school,intelligence,high scores,4,1
13,male,high school,intelligence,mental,5,1
14,male,high school,intelligence,intellectuals,1,1
14,male,high school,intelligence,problem solving,2,1
14,male,high school,intelligence,savvy,3,1
14,male,high school,intelligence,learning,4,1
14,male,high school,intelligence,school,5,1
15,male,high school,intelligence,success,1,1
15,male,high school,intelligence,nerd,2,1
15,male,high school,intelligence,thinking,3,1
15,male,high school,intelligence,comprehension,4,1
15,male,high school,intelligence,understanding,5,1
16,male,high school,intelligence,technology,1,1
16,male,high school,intelligence,innovation,2,1
16,male,high school,intelligence,creativity,3,1
16,male,high school,intelligence,insight,4,1
16,male,high school,intelligence,logic,5,1
17,male,high school,intelligence,mastery,1,1
17,male,high school,intelligence,scholars,2,1
17,male,high school,intelligence,expertise,3,1
17,male,high school,intelligence,intelligence agencies,4,1
17,male,high school,intelligence,cunning,5,1
18,male,high school,intelligence,bright,1,1
18,male,high school,intelligence,understanding,2,1
18,male,high school,intelligence,aptitude,3,1
18,male,high school,intelligence,scholarships,4,1
18,male,high school,intelligence,analysis,5,1
19,male,high school,intelligence,competition,1,1
19,male,high school,intelligence,strategy,2,1
19,male,high school,intelligence,apt brain,3,1
19,male,high school,intelligence,achievements,4,1
19,male,high school,intelligence,curiosity,5,1
20,male,high school,intelligence,observation,1,1
20,male,high school,intelligence,quick witted,2,1
20,male,high school,intelligence,informed,3,1
20,male,high school,intelligence,puzzles,4,1
20,male,high school,intelligence,street smart,5,1
21,male,high school,intelligence,Smart people,1,1
21,male,high school,intelligence,school,2,1
21,male,high school,intelligence,tests,3,1
21,male,high school,intelligence,Albert Einstein,4,1
21,male,high school,intelligence,AI,5,1
22,male,high school,intelligence,books,1,1
22,male,high school,intelligence,college,2,1
22,male,high school,intelligence,genius,3,1
22,male,high school,intelligence,IQ,4,1
22,male,high school,intelligence,brain,5,1
23,male,high school,intelligence,learning,1,1
23,male,high school,intelligence,professors,2,1
23,male,high school,intelligence,technology,3,1
23,male,high school,intelligence,scientists,4,1
23,male,high school,intelligence,grades,5,1
24,male,high school,intelligence,knowledge,1,1
24,male,high school,intelligence,puzzles,2,1
24,male,high school,intelligence,chess,3,1
24,male,high school,intelligence,education,4,1
24,male,high school,intelligence,logic,5,1
25,male,high school,intelligence,wisdom,1,1
25,male,high school,intelligence,analysis,2,1
25,male,high school,intelligence,problem solving,3,1
25,male,high school,intelligence,innovation,4,1
25,male,high school,intelligence,creativity,5,1
26,male,high school,intelligence,data,1,1
26,male,high school,intelligence,computer programming,2,1
26,male,high school,intelligence,research,3,1
26,male,high school,intelligence,memory,4,1
26,male,high school,intelligence,math,5,1
27,male,high school,intelligence,intelligence agencies,1,1
27,male,high school,intelligence,spies,2,1
27,male,high school,intelligence,codes,3,1
27,male,high school,intelligence,cybersecurity,4,1
27,male,high school,intelligence,hacking,5,1
28,male,high school,intelligence,language skills,1,1
28,male,high school,intelligence,chess,2,1
28,male,high school,intelligence,reading,3,1
28,male,high school,intelligence,writing,4,1
28,male,high school,intelligence,debates,5,1
29,male,high school,intelligence,history,1,1
29,male,high school,intelligence,philosophy,2,1
29,male,high school,intelligence,psychology,3,1
29,male,high school,intelligence,neuroscience,4,1
29,male,high school,intelligence,mathematics,5,1
30,male,high school,intelligence,critical thinking,1,1
30,male,high school,intelligence,strategy,2,1
30,male,high school,intelligence,analytics,3,1
30,male,high school,intelligence,curiosity,4,1
30,male,high school,intelligence,inventions,5,1
31,male,high school,intelligence,Smart,1,1
31,male,high school,intelligence,Brain,2,1
31,male,high school,intelligence,Einstein,3,1
31,male,high school,intelligence,Science,4,1
31,male,high school,intelligence,IQ,5,1
32,male,high school,intelligence,Genius,1,1
32,male,high school,intelligence,Mensa,2,1
32,male,high school,intelligence,University,3,1
32,male,high school,intelligence,Knowledge,4,1
32,male,high school,intelligence,Books,5,1
33,male,high school,intelligence,Problem solving,1,1
33,male,high school,intelligence,Chess,2,1
33,male,high school,intelligence,Mathematics,3,1
33,male,high school,intelligence,Technology,4,1
33,male,high school,intelligence,Inventions,5,1
34,male,high school,intelligence,Stephen Hawking,1,1
34,male,high school,intelligence,Albert Einstein,2,1
34,male,high school,intelligence,Bill Gates,3,1
34,male,high school,intelligence,Neil deGrasse Tyson,4,1
34,male,high school,intelligence,Steve Jobs,5,1
35,male,high school,intelligence,IQ tests,1,1
35,male,high school,intelligence,Education,2,1
35,male,high school,intelligence,Grades,3,1
35,male,high school,intelligence,Diploma,4,1
35,male,high school,intelligence,Scholarships,5,1
36,male,high school,intelligence,Logic,1,1
36,male,high school,intelligence,Analysis,2,1
36,male,high school,intelligence,Creativity,3,1
36,male,high school,intelligence,Innovation,4,1
36,male,high school,intelligence,Strategy,5,1
37,male,high school,intelligence,School,1,1
37,male,high school,intelligence,College,2,1
37,male,high school,intelligence,Professor,3,1
37,male,high school,intelligence,Study,4,1
37,male,high school,intelligence,Exam,5,1
38,male,high school,intelligence,Intelligent design,1,1
38,male,high school,intelligence,Artificial Intelligence,2,1
38,male,high school,intelligence,Computer,3,1
38,male,high school,intelligence,Robot,4,1
38,male,high school,intelligence,Coding,5,1
39,male,high school,intelligence,Detective,1,1
39,male,high school,intelligence,Sherlock Holmes,2,1
39,male,high school,intelligence,Puzzles,3,1
39,male,high school,intelligence,Mystery,4,1
39,male,high school,intelligence,Observation,5,1
40,male,high school,intelligence,Elon Musk,1,1
40,male,high school,intelligence,Intelligence Agency,2,1
40,male,high school,intelligence,Secrets,3,1
40,male,high school,intelligence,Spies,4,1
40,male,high school,intelligence,Hacking,5,1
41,male,high school,intelligence,Einstein,1,1
41,male,high school,intelligence,books,2,1
41,male,high school,intelligence,math,3,1
41,male,high school,intelligence,science,4,1
41,male,high school,intelligence,IQ,5,1
42,male,high school,intelligence,smart,1,1
42,male,high school,intelligence,genius,2,1
42,male,high school,intelligence,chess,3,1
42,male,high school,intelligence,exams,4,1
42,male,high school,intelligence,college,5,1
43,male,high school,intelligence,brains,1,1
43,male,high school,intelligence,innovation,2,1
43,male,high school,intelligence,technology,3,1
43,male,high school,intelligence,coding,4,1
43,male,high school,intelligence,robots,5,1
44,male,high school,intelligence,academics,1,1
44,male,high school,intelligence,knowledge,2,1
44,male,high school,intelligence,philosophy,3,1
44,male,high school,intelligence,history,4,1
44,male,high school,intelligence,literature,5,1
45,male,high school,intelligence,intelligence tests,1,1
45,male,high school,intelligence,Mensa,2,1
45,male,high school,intelligence,scholarships,3,1
45,male,high school,intelligence,degrees,4,1
45,male,high school,intelligence,professors,5,1
46,male,high school,intelligence,problem solving,1,1
46,male,high school,intelligence,puzzles,2,1
46,male,high school,intelligence,logic,3,1
46,male,high school,intelligence,strategy,4,1
46,male,high school,intelligence,analysis,5,1
47,male,high school,intelligence,curiosity,1,1
47,male,high school,intelligence,learning,2,1
47,male,high school,intelligence,education,3,1
47,male,high school,intelligence,reading,4,1
47,male,high school,intelligence,studying,5,1
48,male,high school,intelligence,artificial intelligence,1,1
48,male,high school,intelligence,computers,2,1
48,male,high school,intelligence,internet,3,1
48,male,high school,intelligence,software,4,1
48,male,high school,intelligence,data,5,1
49,male,high school,intelligence,wisdom,1,1
49,male,high school,intelligence,understanding,2,1
49,male,high school,intelligence,insights,3,1
49,male,high school,intelligence,critical thinking,4,1
49,male,high school,intelligence,reasoning,5,1
50,male,high school,intelligence,inventiveness,1,1
50,male,high school,intelligence,creativity,2,1
50,male,high school,intelligence,breakthroughs,3,1
50,male,high school,intelligence,discoveries,4,1
50,male,high school,intelligence,inventions,5,1
51,male,high school,intelligence,Smart,1,1
51,male,high school,intelligence,Genius,2,1
51,male,high school,intelligence,IQ,3,1
51,male,high school,intelligence,Brain,4,1
51,male,high school,intelligence,Knowledge,5,1
52,male,high school,intelligence,Einstein,1,1
52,male,high school,intelligence,Books,2,1
52,male,high school,intelligence,College,3,1
52,male,high school,intelligence,Scientist,4,1
52,male,high school,intelligence,Technology,5,1
53,male,high school,intelligence,Grades,1,1
53,male,high school,intelligence,Test,2,1
53,male,high school,intelligence,Albert Einstein,3,1
53,male,high school,intelligence,Stephen Hawking,4,1
53,male,high school,intelligence,University,5,1
54,male,high school,intelligence,Clever,1,1
54,male,high school,intelligence,Quick thinker,2,1
54,male,high school,intelligence,Innovator,3,1
54,male,high school,intelligence,Inventions,4,1
54,male,high school,intelligence,Logic,5,1
55,male,high school,intelligence,Brain games,1,1
55,male,high school,intelligence,Chess,2,1
55,male,high school,intelligence,Scholar,3,1
55,male,high school,intelligence,Professor,4,1
55,male,high school,intelligence,Study,5,1
56,male,high school,intelligence,Mathematics,1,1
56,male,high school,intelligence,Physics,2,1
56,male,high school,intelligence,Coding,3,1
56,male,high school,intelligence,Space,4,1
56,male,high school,intelligence,Intelligence agency,5,1
57,male,high school,intelligence,Research,1,1
57,male,high school,intelligence,Analysis,2,1
57,male,high school,intelligence,High IQ society,3,1
57,male,high school,intelligence,Education,4,1
57,male,high school,intelligence,Thinker,5,1
58,male,high school,intelligence,Strategy,1,1
58,male,high school,intelligence,Problem solving,2,1
58,male,high school,intelligence,Intellect,3,1
58,male,high school,intelligence,Reading,4,1
58,male,high school,intelligence,Information,5,1
59,male,high school,intelligence,Gadgets,1,1
59,male,high school,intelligence,Artificial Intelligence,2,1
59,male,high school,intelligence,NASA,3,1
59,male,high school,intelligence,Neuroscience,4,1
59,male,high school,intelligence,Experiment,5,1
60,male,high school,intelligence,Wisdom,1,1
60,male,high school,intelligence,Learning,2,1
60,male,high school,intelligence,Insight,3,1
60,male,high school,intelligence,Understanding,4,1
60,male,high school,intelligence,Perception,5,1
61,male,high school,intelligence,Einstein,1,1
61,male,high school,intelligence,science,2,1
61,male,high school,intelligence,smart people,3,1
61,male,high school,intelligence,math,4,1
61,male,high school,intelligence,high IQ,5,1
62,male,high school,intelligence,brain,1,1
62,male,high school,intelligence,genius,2,1
62,male,high school,intelligence,technology,3,1
62,male,high school,intelligence,computers,4,1
62,male,high school,intelligence,chess,5,1
63,male,high school,intelligence,problem solving,1,1
63,male,high school,intelligence,learning,2,1
63,male,high school,intelligence,reading,3,1
63,male,high school,intelligence,college,4,1
63,male,high school,intelligence,knowledge,5,1
64,male,high school,intelligence,IQ tests,1,1
64,male,high school,intelligence,experiments,2,1
64,male,high school,intelligence,NASA,3,1
64,male,high school,intelligence,physics,4,1
64,male,high school,intelligence,innovation,5,1
65,male,high school,intelligence,books,1,1
65,male,high school,intelligence,education,2,1
65,male,high school,intelligence,professors,3,1
65,male,high school,intelligence,tech companies,4,1
65,male,high school,intelligence,coding,5,1
66,male,high school,intelligence,debates,1,1
66,male,high school,intelligence,analytics,2,1
66,male,high school,intelligence,strategy games,3,1
66,male,high school,intelligence,intelligence agencies,4,1
66,male,high school,intelligence,linguistics,5,1
67,male,high school,intelligence,scholarships,1,1
67,male,high school,intelligence,intelligence tests,2,1
67,male,high school,intelligence,logical reasoning,3,1
67,male,high school,intelligence,discoveries,4,1
67,male,high school,intelligence,inventions,5,1
68,male,high school,intelligence,history,1,1
68,male,high school,intelligence,space exploration,2,1
68,male,high school,intelligence,artificial intelligence,3,1
68,male,high school,intelligence,quantum computing,4,1
68,male,high school,intelligence,neuroscience,5,1
69,male,high school,intelligence,critical thinking,1,1
69,male,high school,intelligence,wisdom,2,1
69,male,high school,intelligence,documentaries,3,1
69,male,high school,intelligence,scholarly articles,4,1
69,male,high school,intelligence,Mensa,5,1
70,male,high school,intelligence,puzzles,1,1
70,male,high school,intelligence,intelligence quotient,2,1
70,male,high school,intelligence,research,3,1
70,male,high school,intelligence,engineers,4,1
70,male,high school,intelligence,philosophers,5,1
71,male,high school,intelligence,Einstein,1,1
71,male,high school,intelligence,smart,2,1
71,male,high school,intelligence,computers,3,1
71,male,high school,intelligence,exams,4,1
71,male,high school,intelligence,genius,5,1
72,male,high school,intelligence,brains,1,1
72,male,high school,intelligence,IQ tests,2,1
72,male,high school,intelligence,books,3,1
72,male,high school,intelligence,university,4,1
72,male,high school,intelligence,chess,5,1
73,male,high school,intelligence,problem solving,1,1
73,male,high school,intelligence,tech,2,1
73,male,high school,intelligence,innovators,3,1
73,male,high school,intelligence,scientists,4,1
73,male,high school,intelligence,mathematics,5,1
74,male,high school,intelligence,intellect,1,1
74,male,high school,intelligence,theory,2,1
74,male,high school,intelligence,logic puzzles,3,1
74,male,high school,intelligence,coding,4,1
74,male,high school,intelligence,SpaceX,5,1
75,male,high school,intelligence,knowledge,1,1
75,male,high school,intelligence,learning,2,1
75,male,high school,intelligence,Stephen Hawking,3,1
75,male,high school,intelligence,artificial intelligence,4,1
75,male,high school,intelligence,research,5,1
76,male,high school,intelligence,reading,1,1
76,male,high school,intelligence,education,2,1
76,male,high school,intelligence,Tesla,3,1
76,male,high school,intelligence,curiosity,4,1
76,male,high school,intelligence,debate,5,1
77,male,high school,intelligence,Mensa,1,1
77,male,high school,intelligence,philosophy,2,1
77,male,high school,intelligence,encryption,3,1
77,male,high school,intelligence,Silicon Valley,4,1
77,male,high school,intelligence,data,5,1
78,male,high school,intelligence,history,1,1
78,male,high school,intelligence,literature,2,1
78,male,high school,intelligence,astrophysics,3,1
78,male,high school,intelligence,analytics,4,1
78,male,high school,intelligence,linguistics,5,1
79,male,high school,intelligence,strategy games,1,1
79,male,high school,intelligence,invention,2,1
79,male,high school,intelligence,engineering,3,1
79,male,high school,intelligence,robotics,4,1
79,male,high school,intelligence,algorithms,5,1
80,male,high school,intelligence,wisdom,1,1
80,male,high school,intelligence,critical thinking,2,1
80,male,high school,intelligence,discovery,3,1
80,male,high school,intelligence,neuroscience,4,1
80,male,high school,intelligence,quantum physics,5,1
81,male,high school,intelligence,Einstein,1,1
81,male,high school,intelligence,IQ tests,2,1
81,male,high school,intelligence,math,3,1
81,male,high school,intelligence,college,4,1
81,male,high school,intelligence,chess,5,1
82,male,high school,intelligence,books,1,1
82,male,high school,intelligence,smart glasses,2,1
82,male,high school,intelligence,scientists,3,1
82,male,high school,intelligence,computers,4,1
82,male,high school,intelligence,trivia,5,1
83,male,high school,intelligence,genius,1,1
83,male,high school,intelligence,Albert Einstein,2,1
83,male,high school,intelligence,high IQ,3,1
83,male,high school,intelligence,technology,4,1
83,male,high school,intelligence,university,5,1
84,male,high school,intelligence,knowledge,1,1
84,male,high school,intelligence,study,2,1
84,male,high school,intelligence,reading,3,1
84,male,high school,intelligence,professor,4,1
84,male,high school,intelligence,inventions,5,1
85,male,high school,intelligence,problem solving,1,1
85,male,high school,intelligence,logic games,2,1
85,male,high school,intelligence,Stephen Hawking,3,1
85,male,high school,intelligence,research,4,1
85,male,high school,intelligence,coding,5,1
86,male,high school,intelligence,philosophy,1,1
86,male,high school,intelligence,NASA,2,1
86,male,high school,intelligence,innovation,3,1
86,male,high school,intelligence,Silicon Valley,4,1
86,male,high school,intelligence,puzzles,5,1
87,male,high school,intelligence,history,1,1
87,male,high school,intelligence,genius,2,1
87,male,high school,intelligence,scholarships,3,1
87,male,high school,intelligence,debate team,4,1
87,male,high school,intelligence,linguistics,5,1
88,male,high school,intelligence,literature,1,1
88,male,high school,intelligence,Mensa,2,1
88,male,high school,intelligence,analytical skills,3,1
88,male,high school,intelligence,Nobel Prize,4,1
88,male,high school,intelligence,experts,5,1
89,male,high school,intelligence,brain,1,1
89,male,high school,intelligence,education,2,1
89,male,high school,intelligence,GPA,3,1
89,male,high school,intelligence,honors classes,4,1
89,male,high school,intelligence,Bill Gates,5,1
90,male,high school,intelligence,thinking,1,1
90,male,high school,intelligence,reasoning,2,1
90,male,high school,intelligence,academia,3,1
90,male,high school,intelligence,laboratories,4,1
90,male,high school,intelligence,smartwatch,5,1
91,male,high school,intelligence,Smart,1,1
91,male,high school,intelligence,Genius,2,1
91,male,high school,intelligence,Einstein,3,1
91,male,high school,intelligence,IQ,4,1
91,male,high school,intelligence,Brainpower,5,1
92,male,high school,intelligence,Education,1,1
92,male,high school,intelligence,Schools,2,1
92,male,high school,intelligence,Books,3,1
92,male,high school,intelligence,Knowledge,4,1
92,male,high school,intelligence,Wisdom,5,1
93,male,high school,intelligence,Clever,1,1
93,male,high school,intelligence,Quick thinking,2,1
93,male,high school,intelligence,Problem solving,3,1
93,male,high school,intelligence,Analytical,4,1
93,male,high school,intelligence,Strategic,5,1
94,male,high school,intelligence,Tech,1,1
94,male,high school,intelligence,Computers,2,1
94,male,high school,intelligence,Coding,3,1
94,male,high school,intelligence,Artificial Intelligence,4,1
94,male,high school,intelligence,Innovation,5,1
95,male,high school,intelligence,Science,1,1
95,male,high school,intelligence,Mathematics,2,1
95,male,high school,intelligence,Physics,3,1
95,male,high school,intelligence,Chemistry,4,1
95,male,high school,intelligence,Biology,5,1
96,male,high school,intelligence,Intelligence tests,1,1
96,male,high school,intelligence,IQ scores,2,1
96,male,high school,intelligence,Mensa,3,1
96,male,high school,intelligence,Gifted,4,1
96,male,high school,intelligence,Smarty pants,5,1
97,male,high school,intelligence,Stephen Hawking,1,1
97,male,high school,intelligence,Tesla,2,1
97,male,high school,intelligence,Bill Gates,3,1
97,male,high school,intelligence,Steve Jobs,4,1
97,male,high school,intelligence,Mark Zuckerberg,5,1
98,male,high school,intelligence,Chess,1,1
98,male,high school,intelligence,Strategy games,2,1
98,male,high school,intelligence,Puzzles,3,1
98,male,high school,intelligence,Rubik s Cube,4,1
98,male,high school,intelligence,Sudoku,5,1
99,male,high school,intelligence,Reading,1,1
99,male,high school,intelligence,Studying,2,1
99,male,high school,intelligence,Learning,3,1
99,male,high school,intelligence,Research,4,1
99,male,high school,intelligence,Curiosity,5,1
100,male,high school,intelligence,Spies,1,1
100,male,high school,intelligence,CIA,2,1
100,male,high school,intelligence,FBI,3,1
100,male,high school,intelligence,James Bond,4,1
100,male,high school,intelligence,Secret codes,5,1
101,male,high school,intelligence,Smartphones,1,1
101,male,high school,intelligence,Albert Einstein,2,1
101,male,high school,intelligence,puzzles,3,1
101,male,high school,intelligence,chess,4,1
101,male,high school,intelligence,college,5,1
102,male,high school,intelligence,IQ tests,1,1
102,male,high school,intelligence,reading,2,1
102,male,high school,intelligence,computers,3,1
102,male,high school,intelligence,science fiction,4,1
102,male,high school,intelligence,Stephen Hawking,5,1
103,male,high school,intelligence,books,1,1
103,male,high school,intelligence,university,2,1
103,male,high school,intelligence,Bill Gates,3,1
103,male,high school,intelligence,math,4,1
103,male,high school,intelligence,Elon Musk,5,1
104,male,high school,intelligence,documentaries,1,1
104,male,high school,intelligence,brain,2,1
104,male,high school,intelligence,coding,3,1
104,male,high school,intelligence,artificial intelligence,4,1
104,male,high school,intelligence,technology,5,1
105,male,high school,intelligence,geniuses,1,1
105,male,high school,intelligence,innovation,2,1
105,male,high school,intelligence,research,3,1
105,male,high school,intelligence,space,4,1
105,male,high school,intelligence,Neil deGrasse Tyson,5,1
106,male,high school,intelligence,knowledge,1,1
106,male,high school,intelligence,Google,2,1
106,male,high school,intelligence,laboratories,3,1
106,male,high school,intelligence,genius bar,4,1
106,male,high school,intelligence,Steve Jobs,5,1
107,male,high school,intelligence,thinking,1,1
107,male,high school,intelligence,analysis,2,1
107,male,high school,intelligence,Sherlock Holmes,3,1
107,male,high school,intelligence,programming,4,1
107,male,high school,intelligence,robots,5,1
108,male,high school,intelligence,wisdom,1,1
108,male,high school,intelligence,history,2,1
108,male,high school,intelligence,literature,3,1
108,male,high school,intelligence,physics,4,1
108,male,high school,intelligence,Carl Sagan,5,1
109,male,high school,intelligence,education,1,1
109,male,high school,intelligence,NASA,2,1
109,male,high school,intelligence,trivia,3,1
109,male,high school,intelligence,inventors,4,1
109,male,high school,intelligence,Mark Zuckerberg,5,1
110,male,high school,intelligence,curiosity,1,1
110,male,high school,intelligence,experiments,2,1
110,male,high school,intelligence,data,3,1
110,male,high school,intelligence,Information Age,4,1
110,male,high school,intelligence,Alan Turing,5,1
111,male,high school,intelligence,Albert Einstein,1,1
111,male,high school,intelligence,science,2,1
111,male,high school,intelligence,IQ tests,3,1
111,male,high school,intelligence,brain,4,1
111,male,high school,intelligence,smart people,5,1
112,male,high school,intelligence,smart,1,1
112,male,high school,intelligence,education,2,1
112,male,high school,intelligence,college degree,3,1
112,male,high school,intelligence,knowledge,4,1
112,male,high school,intelligence,books,5,1
113,male,high school,intelligence,clever,1,1
113,male,high school,intelligence,problem solving,2,1
113,male,high school,intelligence,genius,3,1
113,male,high school,intelligence,innovation,4,1
113,male,high school,intelligence,technology,5,1
114,male,high school,intelligence,wisdom,1,1
114,male,high school,intelligence,understanding,2,1
114,male,high school,intelligence,reasoning,3,1
114,male,high school,intelligence,logic,4,1
114,male,high school,intelligence,critical thinking,5,1
115,male,high school,intelligence,intelligence agencies,1,1
115,male,high school,intelligence,spies,2,1
115,male,high school,intelligence,codes,3,1
115,male,high school,intelligence,secret messages,4,1
115,male,high school,intelligence,cybersecurity,5,1
116,male,high school,intelligence,chess,1,1
116,male,high school,intelligence,artificial intelligence,2,1
116,male,high school,intelligence,computers,3,1
116,male,high school,intelligence,programming,4,1
116,male,high school,intelligence,math,5,1
117,male,high school,intelligence,reading,1,1
117,male,high school,intelligence,learning,2,1
117,male,high school,intelligence,studying,3,1
117,male,high school,intelligence,school,4,1
117,male,high school,intelligence,teachers,5,1
118,male,high school,intelligence,success,1,1
118,male,high school,intelligence,business,2,1
118,male,high school,intelligence,strategy,3,1
118,male,high school,intelligence,leadership,4,1
118,male,high school,intelligence,achievement,5,1
119,male,high school,intelligence,creativity,1,1
119,male,high school,intelligence,imagination,2,1
119,male,high school,intelligence,inventions,3,1
119,male,high school,intelligence,discoveries,4,1
119,male,high school,intelligence,exploration,5,1
120,male,high school,intelligence,curiosity,1,1
120,male,high school,intelligence,questions,2,1
120,male,high school,intelligence,research,3,1
120,male,high school,intelligence,analysis,4,1
120,male,high school,intelligence,facts,5,1
121,male,high school,intelligence,Einstein,1,1
121,male,high school,intelligence,math,2,1
121,male,high school,intelligence,school,3,1
121,male,high school,intelligence,books,4,1
121,male,high school,intelligence,IQ,5,1
122,male,high school,intelligence,smart people,1,1
122,male,high school,intelligence,technology,2,1
122,male,high school,intelligence,college,3,1
122,male,high school,intelligence,science,4,1
122,male,high school,intelligence,computer,5,1
123,male,high school,intelligence,genius,1,1
123,male,high school,intelligence,tests,2,1
123,male,high school,intelligence,brain,3,1
123,male,high school,intelligence,thinking,4,1
123,male,high school,intelligence,puzzles,5,1
124,male,high school,intelligence,reading,1,1
124,male,high school,intelligence,knowledge,2,1
124,male,high school,intelligence,education,3,1
124,male,high school,intelligence,studying,4,1
124,male,high school,intelligence,chess,5,1
125,male,high school,intelligence,Bill Gates,1,1
125,male,high school,intelligence,innovation,2,1
125,male,high school,intelligence,NASA,3,1
125,male,high school,intelligence,experiments,4,1
125,male,high school,intelligence,analysis,5,1
126,male,high school,intelligence,problem solving,1,1
126,male,high school,intelligence,logic,2,1
126,male,high school,intelligence,philosophy,3,1
126,male,high school,intelligence,history,4,1
126,male,high school,intelligence,languages,5,1
127,male,high school,intelligence,Steve Jobs,1,1
127,male,high school,intelligence,internet,2,1
127,male,high school,intelligence,intelligence agencies,3,1
127,male,high school,intelligence,spy movies,4,1
127,male,high school,intelligence,coding,5,1
128,male,high school,intelligence,library,1,1
128,male,high school,intelligence,documentaries,2,1
128,male,high school,intelligence,debates,3,1
128,male,high school,intelligence,lectures,4,1
128,male,high school,intelligence,scholarships,5,1
129,male,high school,intelligence,artificial intelligence,1,1
129,male,high school,intelligence,robots,2,1
129,male,high school,intelligence,space exploration,3,1
129,male,high school,intelligence,physics,4,1
129,male,high school,intelligence,inventions,5,1
130,male,high school,intelligence,trivia,1,1
130,male,high school,intelligence,SATs,2,1
130,male,high school,intelligence,MENSA,3,1
130,male,high school,intelligence,research,4,1
130,male,high school,intelligence,professors,5,1
131,male,high school,intelligence,Einstein,1,1
131,male,high school,intelligence,IQ tests,2,1
131,male,high school,intelligence,computers,3,1
131,male,high school,intelligence,science,4,1
131,male,high school,intelligence,chess,5,1
132,male,high school,intelligence,smart people,1,1
132,male,high school,intelligence,college degrees,2,1
132,male,high school,intelligence,books,3,1
132,male,high school,intelligence,math,4,1
132,male,high school,intelligence,professors,5,1
133,male,high school,intelligence,problem solving,1,1
133,male,high school,intelligence,knowledge,2,1
133,male,high school,intelligence,brain,3,1
133,male,high school,intelligence,learning,4,1
133,male,high school,intelligence,education,5,1
134,male,high school,intelligence,genius,1,1
134,male,high school,intelligence,innovation,2,1
134,male,high school,intelligence,technology,3,1
134,male,high school,intelligence,physics,4,1
134,male,high school,intelligence,coding,5,1
135,male,high school,intelligence,intelligence agencies,1,1
135,male,high school,intelligence,spies,2,1
135,male,high school,intelligence,hacking,3,1
135,male,high school,intelligence,secret codes,4,1
135,male,high school,intelligence,government secrets,5,1
136,male,high school,intelligence,puzzles,1,1
136,male,high school,intelligence,strategy games,2,1
136,male,high school,intelligence,video games,3,1
136,male,high school,intelligence,logic,4,1
136,male,high school,intelligence,reasoning,5,1
137,male,high school,intelligence,success,1,1
137,male,high school,intelligence,business,2,1
137,male,high school,intelligence,inventors,3,1
137,male,high school,intelligence,patents,4,1
137,male,high school,intelligence,startups,5,1
138,male,high school,intelligence,reading,1,1
138,male,high school,intelligence,libraries,2,1
