participant_id,gender,education,cue,response,response_position,response_level
13,male,high school,intelligence,reading,1,1
13,male,high school,intelligence,math,2,1
13,male,high school,intelligence,chess,3,1
13,male,high school,intelligence,science,4,1
13,male,high school,intelligence,curiosity,5,1
14,male,high school,intelligence,smart,1,1
14,male,high school,intelligence,genius,2,1
14,male,high school,intelligence,learning,3,1
14,male,high school,intelligence,education,4,1
14,male,high school,intelligence,knowledge,5,1
15,male,high school,intelligence,problem-solving,1,1
15,male,high school,intelligence,critical thinking,2,1
15,male,high school,intelligence,innovation,3,1
15,male,high school,intelligence,discovery,4,1
15,male,high school,intelligence,research,5,1
16,male,high school,intelligence,theories,1,1
16,male,high school,intelligence,physics,2,1
16,male,high school,intelligence,coding,3,1
16,male,high school,intelligence,experiments,4,1
16,male,high school,intelligence,algorithms,5,1
17,male,high school,intelligence,history,1,1
17,male,high school,intelligence,philosophy,2,1
17,male,high school,intelligence,linguistics,3,1
17,male,high school,intelligence,artificial intelligence,4,1
17,male,high school,intelligence,psychology,5,1
18,male,high school,intelligence,creativity,1,1
18,male,high school,intelligence,insight,2,1
18,male,high school,intelligence,wisdom,3,1
18,male,high school,intelligence,understanding,4,1
18,male,high school,intelligence,logic,5,1
19,male,high school,intelligence,analytics,1,1
19,male,high school,intelligence,statistics,2,1
19,male,high school,intelligence,quantum computing,3,1
19,male,high school,intelligence,neuroscience,4,1
19,male,high school,intelligence,formulas,5,1
20,male,high school,intelligence,intelligence agencies,1,1
20,male,high school,intelligence,spies,2,1
20,male,high school,intelligence,encryption,3,1
20,male,high school,intelligence,cybersecurity,4,1
20,male,high school,intelligence,data analysis,5,1
21,male,high school,intelligence,Einstein,1,1
21,male,high school,intelligence,math,2,1
21,male,high school,intelligence,puzzles,3,1
21,male,high school,intelligence,books,4,1
21,male,high school,intelligence,curiosity,5,1
22,male,high school,intelligence,IQ tests,1,1
22,male,high school,intelligence,chess,2,1
22,male,high school,intelligence,university degrees,3,1
22,male,high school,intelligence,reading,4,1
22,male,high school,intelligence,debates,5,1
23,male,high school,intelligence,technology,1,1
23,male,high school,intelligence,coding,2,1
23,male,high school,intelligence,innovation,3,1
23,male,high school,intelligence,science,4,1
23,male,high school,intelligence,research,5,1
24,male,high school,intelligence,wisdom,1,1
24,male,high school,intelligence,problem-solving,2,1
24,male,high school,intelligence,creativity,3,1
24,male,high school,intelligence,philosophy,4,1
24,male,high school,intelligence,history,5,1
25,male,high school,intelligence,languages,1,1
25,male,high school,intelligence,memory,2,1
25,male,high school,intelligence,strategy games,3,1
25,male,high school,intelligence,logic,4,1
25,male,high school,intelligence,education,5,1
26,male,high school,intelligence,intelligence agencies,1,1
26,male,high school,intelligence,espionage,2,1
26,male,high school,intelligence,cybersecurity,3,1
26,male,high school,intelligence,analytical skills,4,1
26,male,high school,intelligence,data analysis,5,1
27,male,high school,intelligence,artificial intelligence,1,1
27,male,high school,intelligence,robotics,2,1
27,male,high school,intelligence,machine learning,3,1
27,male,high school,intelligence,computers,4,1
27,male,high school,intelligence,futurology,5,1
28,male,high school,intelligence,brainpower,1,1
28,male,high school,intelligence,mental agility,2,1
28,male,high school,intelligence,quick thinking,3,1
28,male,high school,intelligence,learning capacity,4,1
28,male,high school,intelligence,adaptiveness,5,1
29,male,high school,intelligence,knowledge,1,1
29,male,high school,intelligence,proficiency,2,1
29,male,high school,intelligence,expertise,3,1
29,male,high school,intelligence,scholarship,4,1
29,male,high school,intelligence,mastery,5,1
30,male,high school,intelligence,inventors,1,1
30,male,high school,intelligence,discoveries,2,1
30,male,high school,intelligence,breakthroughs,3,1
30,male,high school,intelligence,patents,4,1
30,male,high school,intelligence,genius,5,1
31,male,high school,intelligence,Einstein,1,1
31,male,high school,intelligence,books,2,1
31,male,high school,intelligence,science,3,1
31,male,high school,intelligence,math,4,1
31,male,high school,intelligence,university,5,1
32,male,high school,intelligence,chess,1,1
32,male,high school,intelligence,IQ tests,2,1
32,male,high school,intelligence,debates,3,1
32,male,high school,intelligence,reading,4,1
32,male,high school,intelligence,invention,5,1
33,male,high school,intelligence,Bill Gates,1,1
33,male,high school,intelligence,technology,2,1
33,male,high school,intelligence,problem-solving,3,1
33,male,high school,intelligence,genius,4,1
33,male,high school,intelligence,curiosity,5,1
34,male,high school,intelligence,Stephen Hawking,1,1
34,male,high school,intelligence,physics,2,1
34,male,high school,intelligence,research,3,1
34,male,high school,intelligence,innovation,4,1
34,male,high school,intelligence,high grades,5,1
35,male,high school,intelligence,creativity,1,1
35,male,high school,intelligence,logic puzzles,2,1
35,male,high school,intelligence,coding,3,1
35,male,high school,intelligence,artificial intelligence,4,1
35,male,high school,intelligence,knowledge,5,1
36,male,high school,intelligence,history,1,1
36,male,high school,intelligence,philosophers,2,1
36,male,high school,intelligence,wisdom,3,1
36,male,high school,intelligence,learning,4,1
36,male,high school,intelligence,documentaries,5,1
37,male,high school,intelligence,space exploration,1,1
37,male,high school,intelligence,NASA,2,1
37,male,high school,intelligence,Tesla,3,1
37,male,high school,intelligence,experiments,4,1
37,male,high school,intelligence,breakthroughs,5,1
38,male,high school,intelligence,languages,1,1
38,male,high school,intelligence,memory,2,1
38,male,high school,intelligence,strategy games,3,1
38,male,high school,intelligence,education,4,1
38,male,high school,intelligence,scholarships,5,1
39,male,high school,intelligence,literature,1,1
39,male,high school,intelligence,Nobel Prize,2,1
39,male,high school,intelligence,laboratories,3,1
39,male,high school,intelligence,analysis,4,1
39,male,high school,intelligence,critical thinking,5,1
40,male,high school,intelligence,smart cities,1,1
40,male,high school,intelligence,environmental solutions,2,1
40,male,high school,intelligence,engineering,3,1
40,male,high school,intelligence,cybersecurity,4,1
40,male,high school,intelligence,biotechnology,5,1
41,male,high school,intelligence,Einstein,1,1
41,male,high school,intelligence,books,2,1
41,male,high school,intelligence,chess,3,1
41,male,high school,intelligence,college,4,1
41,male,high school,intelligence,IQ tests,5,1
42,male,high school,intelligence,smart home devices,1,1
42,male,high school,intelligence,coding,2,1
42,male,high school,intelligence,space exploration,3,1
42,male,high school,intelligence,debate,4,1
42,male,high school,intelligence,language learning,5,1
43,male,high school,intelligence,innovation,1,1
43,male,high school,intelligence,creativity,2,1
43,male,high school,intelligence,puzzles,3,1
43,male,high school,intelligence,science,4,1
43,male,high school,intelligence,math,5,1
44,male,high school,intelligence,artificial intelligence,1,1
44,male,high school,intelligence,historical figures,2,1
44,male,high school,intelligence,quantum physics,3,1
44,male,high school,intelligence,cybersecurity,4,1
44,male,high school,intelligence,philosophy,5,1
45,male,high school,intelligence,reading,1,1
45,male,high school,intelligence,libraries,2,1
45,male,high school,intelligence,geniuses,3,1
45,male,high school,intelligence,experiments,4,1
45,male,high school,intelligence,brain games,5,1
46,male,high school,intelligence,problem-solving,1,1
46,male,high school,intelligence,tech gadgets,2,1
46,male,high school,intelligence,logical reasoning,3,1
46,male,high school,intelligence,research,4,1
46,male,high school,intelligence,scholarships,5,1
47,male,high school,intelligence,documentaries,1,1
47,male,high school,intelligence,museums,2,1
47,male,high school,intelligence,academic journals,3,1
47,male,high school,intelligence,professors,4,1
47,male,high school,intelligence,Nobel Prize,5,1
48,male,high school,intelligence,strategy games,1,1
48,male,high school,intelligence,advanced mathematics,2,1
48,male,high school,intelligence,theoretical physics,3,1
48,male,high school,intelligence,linguistics,4,1
48,male,high school,intelligence,patents,5,1
49,male,high school,intelligence,critical thinking,1,1
49,male,high school,intelligence,meditation,2,1
49,male,high school,intelligence,knowledge,3,1
49,male,high school,intelligence,history,4,1
49,male,high school,intelligence,inventors,5,1
50,male,high school,intelligence,analytics,1,1
50,male,high school,intelligence,software development,2,1
50,male,high school,intelligence,robotics,3,1
50,male,high school,intelligence,astronomy,4,1
50,male,high school,intelligence,discussions,5,1
51,male,high school,intelligence,Einstein,1,1
51,male,high school,intelligence,books,2,1
51,male,high school,intelligence,chess,3,1
51,male,high school,intelligence,university,4,1
51,male,high school,intelligence,brain games,5,1
52,male,high school,intelligence,problem-solving,1,1
52,male,high school,intelligence,creativity,2,1
52,male,high school,intelligence,IQ tests,3,1
52,male,high school,intelligence,debates,4,1
52,male,high school,intelligence,science,5,1
53,male,high school,intelligence,mathematics,1,1
53,male,high school,intelligence,technology,2,1
53,male,high school,intelligence,reading,3,1
53,male,high school,intelligence,studies,4,1
53,male,high school,intelligence,innovation,5,1
54,male,high school,intelligence,curiosity,1,1
54,male,high school,intelligence,learning,2,1
54,male,high school,intelligence,analytics,3,1
54,male,high school,intelligence,critical thinking,4,1
54,male,high school,intelligence,knowledge,5,1
55,male,high school,intelligence,wisdom,1,1
55,male,high school,intelligence,intelligence agencies,2,1
55,male,high school,intelligence,puzzles,3,1
55,male,high school,intelligence,research,4,1
55,male,high school,intelligence,vocabulary,5,1
56,male,high school,intelligence,thinkers,1,1
56,male,high school,intelligence,genius,2,1
56,male,high school,intelligence,philosophy,3,1
56,male,high school,intelligence,education,4,1
56,male,high school,intelligence,logic,5,1
57,male,high school,intelligence,smart devices,1,1
57,male,high school,intelligence,software,2,1
57,male,high school,intelligence,coding,3,1
57,male,high school,intelligence,strategy games,4,1
57,male,high school,intelligence,inventions,5,1
58,male,high school,intelligence,discussions,1,1
58,male,high school,intelligence,analysis,2,1
58,male,high school,intelligence,comprehension,3,1
58,male,high school,intelligence,experiments,4,1
58,male,high school,intelligence,information,5,1
59,male,high school,intelligence,history,1,1
59,male,high school,intelligence,art,2,1
59,male,high school,intelligence,music,3,1
59,male,high school,intelligence,linguistics,4,1
59,male,high school,intelligence,space exploration,5,1
60,male,high school,intelligence,memory,1,1
60,male,high school,intelligence,speed reading,2,1
60,male,high school,intelligence,scholarships,3,1
60,male,high school,intelligence,conferences,4,1
60,male,high school,intelligence,journals,5,1
61,male,high school,intelligence,Einstein,1,1
61,male,high school,intelligence,books,2,1
61,male,high school,intelligence,puzzles,3,1
61,male,high school,intelligence,university,4,1
61,male,high school,intelligence,IQ tests,5,1
62,male,high school,intelligence,smart,1,1
62,male,high school,intelligence,education,2,1
62,male,high school,intelligence,knowledge,3,1
62,male,high school,intelligence,learning,4,1
62,male,high school,intelligence,curiosity,5,1
63,male,high school,intelligence,brain,1,1
63,male,high school,intelligence,thinking,2,1
63,male,high school,intelligence,innovation,3,1
63,male,high school,intelligence,discovery,4,1
63,male,high school,intelligence,technology,5,1
64,male,high school,intelligence,wisdom,1,1
64,male,high school,intelligence,experience,2,1
64,male,high school,intelligence,understanding,3,1
64,male,high school,intelligence,insight,4,1
64,male,high school,intelligence,reflection,5,1
65,male,high school,intelligence,problem-solving,1,1
65,male,high school,intelligence,critical thinking,2,1
65,male,high school,intelligence,analysis,3,1
65,male,high school,intelligence,research,4,1
65,male,high school,intelligence,data,5,1
66,male,high school,intelligence,creativity,1,1
66,male,high school,intelligence,imagination,2,1
66,male,high school,intelligence,invention,3,1
66,male,high school,intelligence,art,4,1
66,male,high school,intelligence,genius,5,1
67,male,high school,intelligence,logic,1,1
67,male,high school,intelligence,reason,2,1
67,male,high school,intelligence,mathematics,3,1
67,male,high school,intelligence,science,4,1
67,male,high school,intelligence,philosophy,5,1
68,male,high school,intelligence,intelligence agencies,1,1
68,male,high school,intelligence,spies,2,1
68,male,high school,intelligence,cryptography,3,1
68,male,high school,intelligence,secrets,4,1
68,male,high school,intelligence,national security,5,1
69,male,high school,intelligence,memory,1,1
69,male,high school,intelligence,study,2,1
69,male,high school,intelligence,concentration,3,1
69,male,high school,intelligence,focus,4,1
69,male,high school,intelligence,skills,5,1
70,male,high school,intelligence,chess,1,1
70,male,high school,intelligence,strategy,2,1
70,male,high school,intelligence,competition,3,1
70,male,high school,intelligence,games,4,1
70,male,high school,intelligence,intelligence quotient,5,1
71,male,high school,intelligence,Einstein,1,1
71,male,high school,intelligence,books,2,1
71,male,high school,intelligence,puzzles,3,1
71,male,high school,intelligence,IQ tests,4,1
71,male,high school,intelligence,chess,5,1
72,male,high school,intelligence,wisdom,1,1
72,male,high school,intelligence,knowledge,2,1
72,male,high school,intelligence,curiosity,3,1
72,male,high school,intelligence,innovation,4,1
72,male,high school,intelligence,technology,5,1
73,male,high school,intelligence,problem-solving,1,1
73,male,high school,intelligence,critical thinking,2,1
73,male,high school,intelligence,debate,3,1
73,male,high school,intelligence,philosophy,4,1
73,male,high school,intelligence,logic,5,1
74,male,high school,intelligence,scientists,1,1
74,male,high school,intelligence,inventors,2,1
74,male,high school,intelligence,professors,3,1
74,male,high school,intelligence,researchers,4,1
74,male,high school,intelligence,mathematicians,5,1
75,male,high school,intelligence,reading,1,1
75,male,high school,intelligence,studying,2,1
75,male,high school,intelligence,learning,3,1
75,male,high school,intelligence,education,4,1
75,male,high school,intelligence,school,5,1
76,male,high school,intelligence,smart devices,1,1
76,male,high school,intelligence,artificial intelligence,2,1
76,male,high school,intelligence,computers,3,1
76,male,high school,intelligence,programming,4,1
76,male,high school,intelligence,coding,5,1
77,male,high school,intelligence,memory,1,1
77,male,high school,intelligence,attention to detail,2,1
77,male,high school,intelligence,analytics,3,1
77,male,high school,intelligence,data,4,1
77,male,high school,intelligence,patterns,5,1
78,male,high school,intelligence,languages,1,1
78,male,high school,intelligence,linguistics,2,1
78,male,high school,intelligence,communication,3,1
78,male,high school,intelligence,rhetoric,4,1
78,male,high school,intelligence,writing,5,1
79,male,high school,intelligence,success,1,1
79,male,high school,intelligence,career,2,1
79,male,high school,intelligence,expertise,3,1
79,male,high school,intelligence,professionalism,4,1
79,male,high school,intelligence,ambition,5,1
80,male,high school,intelligence,creativity,1,1
80,male,high school,intelligence,art,2,1
80,male,high school,intelligence,music,3,1
80,male,high school,intelligence,literature,4,1
80,male,high school,intelligence,imagination,5,1
81,male,high school,intelligence,Einstein,1,1
81,male,high school,intelligence,books,2,1
81,male,high school,intelligence,IQ tests,3,1
81,male,high school,intelligence,college degrees,4,1
81,male,high school,intelligence,chess,5,1
82,male,high school,intelligence,Stephen Hawking,1,1
82,male,high school,intelligence,technology,2,1
82,male,high school,intelligence,research,3,1
82,male,high school,intelligence,debate teams,4,1
82,male,high school,intelligence,creativity,5,1
83,male,high school,intelligence,Bill Gates,1,1
83,male,high school,intelligence,puzzles,2,1
83,male,high school,intelligence,math competitions,3,1
83,male,high school,intelligence,science fairs,4,1
83,male,high school,intelligence,coding,5,1
84,male,high school,intelligence,Sherlock Holmes,1,1
84,male,high school,intelligence,trivia,2,1
84,male,high school,intelligence,languages,3,1
84,male,high school,intelligence,physics,4,1
84,male,high school,intelligence,history,5,1
85,male,high school,intelligence,Elon Musk,1,1
85,male,high school,intelligence,innovation,2,1
85,male,high school,intelligence,strategy games,3,1
85,male,high school,intelligence,reading,4,1
85,male,high school,intelligence,philosophy,5,1
86,male,high school,intelligence,Neil deGrasse Tyson,1,1
86,male,high school,intelligence,experimentation,2,1
86,male,high school,intelligence,computer programming,3,1
86,male,high school,intelligence,genius,4,1
86,male,high school,intelligence,logic puzzles,5,1
87,male,high school,intelligence,Jeff Bezos,1,1
87,male,high school,intelligence,analytics,2,1
87,male,high school,intelligence,scholarships,3,1
87,male,high school,intelligence,brain teasers,4,1
87,male,high school,intelligence,space exploration,5,1
88,male,high school,intelligence,Mark Zuckerberg,1,1
88,male,high school,intelligence,software development,2,1
88,male,high school,intelligence,engineering,3,1
88,male,high school,intelligence,intellectual discussions,4,1
88,male,high school,intelligence,documentaries,5,1
89,male,high school,intelligence,Nikola Tesla,1,1
89,male,high school,intelligence,inventions,2,1
89,male,high school,intelligence,scientific papers,3,1
89,male,high school,intelligence,critical thinking,4,1
89,male,high school,intelligence,knowledge contests,5,1
90,male,high school,intelligence,Leonardo da Vinci,1,1
90,male,high school,intelligence,artistry,2,1
90,male,high school,intelligence,biology,3,1
90,male,high school,intelligence,mathematics,4,1
90,male,high school,intelligence,thought experiments,5,1
91,male,high school,intelligence,Einstein,1,1
91,male,high school,intelligence,books,2,1
91,male,high school,intelligence,university,3,1
91,male,high school,intelligence,problem-solving,4,1
91,male,high school,intelligence,chess,5,1
92,male,high school,intelligence,brain,1,1
92,male,high school,intelligence,tests,2,1
92,male,high school,intelligence,science,3,1
92,male,high school,intelligence,math,4,1
92,male,high school,intelligence,genius,5,1
93,male,high school,intelligence,IQ,1,1
93,male,high school,intelligence,knowledge,2,1
93,male,high school,intelligence,learning,3,1
93,male,high school,intelligence,wisdom,4,1
93,male,high school,intelligence,curiosity,5,1
94,male,high school,intelligence,technology,1,1
94,male,high school,intelligence,innovation,2,1
94,male,high school,intelligence,creativity,3,1
94,male,high school,intelligence,thinking,4,1
94,male,high school,intelligence,analysis,5,1
95,male,high school,intelligence,discussions,1,1
95,male,high school,intelligence,debates,2,1
95,male,high school,intelligence,philosophy,3,1
95,male,high school,intelligence,psychology,4,1
95,male,high school,intelligence,strategy,5,1
96,male,high school,intelligence,history,1,1
96,male,high school,intelligence,languages,2,1
96,male,high school,intelligence,coding,3,1
96,male,high school,intelligence,robotics,4,1
96,male,high school,intelligence,exploration,5,1
97,male,high school,intelligence,mentors,1,1
97,male,high school,intelligence,teachers,2,1
97,male,high school,intelligence,research,3,1
97,male,high school,intelligence,study,4,1
97,male,high school,intelligence,breakthroughs,5,1
98,male,high school,intelligence,insights,1,1
98,male,high school,intelligence,solutions,2,1
98,male,high school,intelligence,advancements,3,1
98,male,high school,intelligence,discoveries,4,1
98,male,high school,intelligence,understanding,5,1
99,male,high school,intelligence,logic,1,1
99,male,high school,intelligence,reasoning,2,1
99,male,high school,intelligence,intellect,3,1
99,male,high school,intelligence,comprehension,4,1
99,male,high school,intelligence,aptitude,5,1
100,male,high school,intelligence,perspective,1,1
100,male,high school,intelligence,awareness,2,1
100,male,high school,intelligence,education,3,1
100,male,high school,intelligence,scholarship,4,1
100,male,high school,intelligence,intellectuality,5,1
101,male,high school,intelligence,Einstein,1,1
101,male,high school,intelligence,books,2,1
101,male,high school,intelligence,chess,3,1
101,male,high school,intelligence,college,4,1
101,male,high school,intelligence,smartwatch,5,1
102,male,high school,intelligence,IQ test,1,1
102,male,high school,intelligence,genius,2,1
102,male,high school,intelligence,computer,3,1
102,male,high school,intelligence,library,4,1
102,male,high school,intelligence,debate club,5,1
103,male,high school,intelligence,brain,1,1
103,male,high school,intelligence,puzzle,2,1
103,male,high school,intelligence,university,3,1
103,male,high school,intelligence,technology,4,1
103,male,high school,intelligence,math,5,1
104,male,high school,intelligence,scientist,1,1
104,male,high school,intelligence,research,2,1
104,male,high school,intelligence,space,3,1
104,male,high school,intelligence,novel,4,1
104,male,high school,intelligence,coding,5,1
105,male,high school,intelligence,analytics,1,1
105,male,high school,intelligence,theory,2,1
105,male,high school,intelligence,philosophy,3,1
105,male,high school,intelligence,artificial intelligence,4,1
105,male,high school,intelligence,lab,5,1
106,male,high school,intelligence,history,1,1
106,male,high school,intelligence,documentary,2,1
106,male,high school,intelligence,language,3,1
106,male,high school,intelligence,cryptography,4,1
106,male,high school,intelligence,invention,5,1
107,male,high school,intelligence,creativity,1,1
107,male,high school,intelligence,innovation,2,1
107,male,high school,intelligence,discussion,3,1
107,male,high school,intelligence,analysis,4,1
107,male,high school,intelligence,curiosity,5,1
108,male,high school,intelligence,wisdom,1,1
108,male,high school,intelligence,literature,2,1
108,male,high school,intelligence,professor,3,1
108,male,high school,intelligence,neuroscience,4,1
108,male,high school,intelligence,logic,5,1
109,male,high school,intelligence,knowledge,1,1
109,male,high school,intelligence,education,2,1
109,male,high school,intelligence,thinking,3,1
109,male,high school,intelligence,strategy,4,1
109,male,high school,intelligence,problem-solving,5,1
110,male,high school,intelligence,intellect,1,1
110,male,high school,intelligence,study,2,1
110,male,high school,intelligence,reasoning,3,1
110,male,high school,intelligence,experiment,4,1
110,male,high school,intelligence,scholar,5,1
111,male,high school,intelligence,Einstein,1,1
111,male,high school,intelligence,books,2,1
111,male,high school,intelligence,puzzles,3,1
111,male,high school,intelligence,technology,4,1
111,male,high school,intelligence,logic,5,1
112,male,high school,intelligence,IQ tests,1,1
112,male,high school,intelligence,college,2,1
112,male,high school,intelligence,curiosity,3,1
112,male,high school,intelligence,discussions,4,1
112,male,high school,intelligence,mathematics,5,1
113,male,high school,intelligence,wisdom,1,1
113,male,high school,intelligence,reading,2,1
113,male,high school,intelligence,chess,3,1
113,male,high school,intelligence,debate,4,1
113,male,high school,intelligence,innovation,5,1
114,male,high school,intelligence,creativity,1,1
114,male,high school,intelligence,science,2,1
114,male,high school,intelligence,exploration,3,1
114,male,high school,intelligence,learning,4,1
114,male,high school,intelligence,problem-solving,5,1
115,male,high school,intelligence,brain,1,1
115,male,high school,intelligence,knowledge,2,1
115,male,high school,intelligence,education,3,1
115,male,high school,intelligence,philosophy,4,1
115,male,high school,intelligence,analysis,5,1
116,male,high school,intelligence,smart people,1,1
116,male,high school,intelligence,libraries,2,1
116,male,high school,intelligence,research,3,1
116,male,high school,intelligence,genius,4,1
116,male,high school,intelligence,curiosity,5,1
117,male,high school,intelligence,intelligence agencies,1,1
117,male,high school,intelligence,spy movies,2,1
117,male,high school,intelligence,codes,3,1
117,male,high school,intelligence,secrets,4,1
117,male,high school,intelligence,cybersecurity,5,1
118,male,high school,intelligence,artificial intelligence,1,1
118,male,high school,intelligence,computers,2,1
118,male,high school,intelligence,programming,3,1
118,male,high school,intelligence,data analysis,4,1
118,male,high school,intelligence,robotics,5,1
119,male,high school,intelligence,languages,1,1
119,male,high school,intelligence,history,2,1
119,male,high school,intelligence,literature,3,1
119,male,high school,intelligence,art,4,1
119,male,high school,intelligence,music,5,1
120,male,high school,intelligence,strategy games,1,1
120,male,high school,intelligence,critical thinking,2,1
120,male,high school,intelligence,experiments,3,1
120,male,high school,intelligence,teaching,4,1
120,male,high school,intelligence,psychology,5,1
121,male,high school,intelligence,Einstein,1,1
121,male,high school,intelligence,books,2,1
121,male,high school,intelligence,IQ tests,3,1
121,male,high school,intelligence,problem-solving,4,1
121,male,high school,intelligence,university,5,1
122,male,high school,intelligence,smart gadgets,1,1
122,male,high school,intelligence,chess,2,1
122,male,high school,intelligence,quantum physics,3,1
122,male,high school,intelligence,Mensa,4,1
122,male,high school,intelligence,scholarships,5,1
123,male,high school,intelligence,creativity,1,1
123,male,high school,intelligence,logic puzzles,2,1
123,male,high school,intelligence,coding,3,1
123,male,high school,intelligence,science fairs,4,1
123,male,high school,intelligence,innovation,5,1
124,male,high school,intelligence,documentaries,1,1
124,male,high school,intelligence,debates,2,1
124,male,high school,intelligence,astronomy,3,1
124,male,high school,intelligence,neuroscience,4,1
124,male,high school,intelligence,linguistics,5,1
125,male,high school,intelligence,history,1,1
125,male,high school,intelligence,literature,2,1
125,male,high school,intelligence,calculus,3,1
125,male,high school,intelligence,inventions,4,1
125,male,high school,intelligence,Nobel Prize,5,1
126,male,high school,intelligence,artificial intelligence,1,1
126,male,high school,intelligence,research papers,2,1
126,male,high school,intelligence,critical thinking,3,1
126,male,high school,intelligence,leadership,4,1
126,male,high school,intelligence,philosophy,5,1
127,male,high school,intelligence,TED Talks,1,1
127,male,high school,intelligence,space exploration,2,1
127,male,high school,intelligence,cryptography,3,1
127,male,high school,intelligence,genius grants,4,1
127,male,high school,intelligence,prodigies,5,1
128,male,high school,intelligence,algorithms,1,1
128,male,high school,intelligence,chess,2,1
128,male,high school,intelligence,financial literacy,3,1
128,male,high school,intelligence,engineering marvels,4,1
128,male,high school,intelligence,breakthroughs,5,1
129,male,high school,intelligence,curious minds,1,1
129,male,high school,intelligence,academic journals,2,1
129,male,high school,intelligence,patents,3,1
129,male,high school,intelligence,polymaths,4,1
129,male,high school,intelligence,seminars,5,1
130,male,high school,intelligence,analytical skills,1,1
130,male,high school,intelligence,robotics,2,1
130,male,high school,intelligence,science fiction,3,1
130,male,high school,intelligence,theoretical physics,4,1
130,male,high school,intelligence,intellectual discussions,5,1
131,male,high school,intelligence,Smartphones,1,1
131,male,high school,intelligence,puzzle games,2,1
131,male,high school,intelligence,science books,3,1
131,male,high school,intelligence,college degrees,4,1
131,male,high school,intelligence,chess,5,1
132,male,high school,intelligence,wisdom,1,1
132,male,high school,intelligence,school,2,1
132,male,high school,intelligence,test scores,3,1
132,male,high school,intelligence,debates,4,1
132,male,high school,intelligence,documentaries,5,1
133,male,high school,intelligence,NASA,1,1
133,male,high school,intelligence,hackers,2,1
133,male,high school,intelligence,encyclopedias,3,1
133,male,high school,intelligence,robots,4,1
133,male,high school,intelligence,artificial intelligence,5,1
134,male,high school,intelligence,math equations,1,1
134,male,high school,intelligence,physics,2,1
134,male,high school,intelligence,brain icons,3,1
134,male,high school,intelligence,Mensa,4,1
134,male,high school,intelligence,coding,5,1
135,male,high school,intelligence,Einstein,1,1
135,male,high school,intelligence,genius,2,1
135,male,high school,intelligence,IQ tests,3,1
135,male,high school,intelligence,scholarships,4,1
135,male,high school,intelligence,academic competitions,5,1
136,male,high school,intelligence,libraries,1,1
136,male,high school,intelligence,research,2,1
136,male,high school,intelligence,innovation,3,1
136,male,high school,intelligence,professors,4,1
136,male,high school,intelligence,scientists,5,1
137,male,high school,intelligence,curiosity,1,1
137,male,high school,intelligence,learning,2,1
137,male,high school,intelligence,understanding,3,1
137,male,high school,intelligence,insight,4,1
137,male,high school,intelligence,knowledge,5,1
138,male,high school,intelligence,novels,1,1
138,male,high school,intelligence,languages,2,1
138,male,high school,intelligence,history,3,1
138,male,high school,intelligence,philosophy,4,1
