participant_id,gender,education,cue,response,response_position
25,male,high school,intelligence,innovation,4
25,male,high school,intelligence,creativity,5
26,male,high school,intelligence,data,1
26,male,high school,intelligence,computer programming,2
26,male,high school,intelligence,research,3
26,male,high school,intelligence,memory,4
26,male,high school,intelligence,math,5
27,male,high school,intelligence,intelligence agencies,1
27,male,high school,intelligence,spies,2
27,male,high school,intelligence,codes,3
27,male,high school,intelligence,cybersecurity,4
27,male,high school,intelligence,hacking,5
28,male,high school,intelligence,language skills,1
28,male,high school,intelligence,chess,2
28,male,high school,intelligence,reading,3
28,male,high school,intelligence,writing,4
28,male,high school,intelligence,debates,5
29,male,high school,intelligence,history,1
29,male,high school,intelligence,philosophy,2
29,male,high school,intelligence,psychology,3
29,male,high school,intelligence,neuroscience,4
29,male,high school,intelligence,mathematics,5
30,male,high school,intelligence,critical thinking,1
30,male,high school,intelligence,strategy,2
30,male,high school,intelligence,analytics,3
30,male,high school,intelligence,curiosity,4
30,male,high school,intelligence,inventions,5
31,male,high school,intelligence,Smart,1
31,male,high school,intelligence,Brain,2
31,male,high school,intelligence,Einstein,3
31,male,high school,intelligence,Science,4
31,male,high school,intelligence,IQ,5
32,male,high school,intelligence,Genius,1
32,male,high school,intelligence,Mensa,2
32,male,high school,intelligence,University,3
32,male,high school,intelligence,Knowledge,4
32,male,high school,intelligence,Books,5
33,male,high school,intelligence,Problem solving,1
33,male,high school,intelligence,Chess,2
33,male,high school,intelligence,Mathematics,3
33,male,high school,intelligence,Technology,4
33,male,high school,intelligence,Inventions,5
34,male,high school,intelligence,Stephen Hawking,1
34,male,high school,intelligence,Albert Einstein,2
34,male,high school,intelligence,Bill Gates,3
34,male,high school,intelligence,Neil deGrasse Tyson,4
34,male,high school,intelligence,Steve Jobs,5
35,male,high school,intelligence,IQ tests,1
35,male,high school,intelligence,Education,2
35,male,high school,intelligence,Grades,3
35,male,high school,intelligence,Diploma,4
35,male,high school,intelligence,Scholarships,5
36,male,high school,intelligence,Logic,1
36,male,high school,intelligence,Analysis,2
36,male,high school,intelligence,Creativity,3
36,male,high school,intelligence,Innovation,4
36,male,high school,intelligence,Strategy,5
37,male,high school,intelligence,School,1
37,male,high school,intelligence,College,2
37,male,high school,intelligence,Professor,3
37,male,high school,intelligence,Study,4
37,male,high school,intelligence,Exam,5
38,male,high school,intelligence,Intelligent design,1
38,male,high school,intelligence,Artificial Intelligence,2
38,male,high school,intelligence,Computer,3
38,male,high school,intelligence,Robot,4
38,male,high school,intelligence,Coding,5
39,male,high school,intelligence,Detective,1
39,male,high school,intelligence,Sherlock Holmes,2
39,male,high school,intelligence,Puzzles,3
39,male,high school,intelligence,Mystery,4
39,male,high school,intelligence,Observation,5
40,male,high school,intelligence,Elon Musk,1
40,male,high school,intelligence,Intelligence Agency,2
40,male,high school,intelligence,Secrets,3
40,male,high school,intelligence,Spies,4
40,male,high school,intelligence,Hacking,5
41,male,high school,intelligence,Einstein,1
41,male,high school,intelligence,books,2
41,male,high school,intelligence,math,3
41,male,high school,intelligence,science,4
41,male,high school,intelligence,IQ,5
42,male,high school,intelligence,smart,1
42,male,high school,intelligence,genius,2
42,male,high school,intelligence,chess,3
42,male,high school,intelligence,exams,4
42,male,high school,intelligence,college,5
43,male,high school,intelligence,brains,1
43,male,high school,intelligence,innovation,2
43,male,high school,intelligence,technology,3
43,male,high school,intelligence,coding,4
43,male,high school,intelligence,robots,5
44,male,high school,intelligence,academics,1
44,male,high school,intelligence,knowledge,2
44,male,high school,intelligence,philosophy,3
44,male,high school,intelligence,history,4
44,male,high school,intelligence,literature,5
45,male,high school,intelligence,intelligence tests,1
45,male,high school,intelligence,Mensa,2
45,male,high school,intelligence,scholarships,3
45,male,high school,intelligence,degrees,4
45,male,high school,intelligence,professors,5
46,male,high school,intelligence,problem-solving,1
46,male,high school,intelligence,puzzles,2
46,male,high school,intelligence,logic,3
46,male,high school,intelligence,strategy,4
46,male,high school,intelligence,analysis,5
47,male,high school,intelligence,curiosity,1
47,male,high school,intelligence,learning,2
47,male,high school,intelligence,education,3
47,male,high school,intelligence,reading,4
47,male,high school,intelligence,studying,5
48,male,high school,intelligence,artificial intelligence,1
48,male,high school,intelligence,computers,2
48,male,high school,intelligence,internet,3
48,male,high school,intelligence,software,4
48,male,high school,intelligence,data,5
49,male,high school,intelligence,wisdom,1
49,male,high school,intelligence,understanding,2
49,male,high school,intelligence,insights,3
49,male,high school,intelligence,critical thinking,4
49,male,high school,intelligence,reasoning,5
50,male,high school,intelligence,inventiveness,1
50,male,high school,intelligence,creativity,2
50,male,high school,intelligence,breakthroughs,3
50,male,high school,intelligence,discoveries,4
50,male,high school,intelligence,inventions,5
51,male,high school,intelligence,Smart,1
51,male,high school,intelligence,Genius,2
51,male,high school,intelligence,IQ,3
51,male,high school,intelligence,Brain,4
51,male,high school,intelligence,Knowledge,5
52,male,high school,intelligence,Einstein,1
52,male,high school,intelligence,Books,2
52,male,high school,intelligence,College,3
52,male,high school,intelligence,Scientist,4
52,male,high school,intelligence,Technology,5
53,male,high school,intelligence,Grades,1
53,male,high school,intelligence,Test,2
53,male,high school,intelligence,Albert Einstein,3
53,male,high school,intelligence,Stephen Hawking,4
53,male,high school,intelligence,University,5
54,male,high school,intelligence,Clever,1
54,male,high school,intelligence,Quick thinker,2
54,male,high school,intelligence,Innovator,3
54,male,high school,intelligence,Inventions,4
54,male,high school,intelligence,Logic,5
55,male,high school,intelligence,Brain games,1
55,male,high school,intelligence,Chess,2
55,male,high school,intelligence,Scholar,3
55,male,high school,intelligence,Professor,4
55,male,high school,intelligence,Study,5
56,male,high school,intelligence,Mathematics,1
56,male,high school,intelligence,Physics,2
56,male,high school,intelligence,Coding,3
56,male,high school,intelligence,Space,4
56,male,high school,intelligence,Intelligence agency,5
57,male,high school,intelligence,Research,1
57,male,high school,intelligence,Analysis,2
57,male,high school,intelligence,High IQ society,3
57,male,high school,intelligence,Education,4
57,male,high school,intelligence,Thinker,5
58,male,high school,intelligence,Strategy,1
58,male,high school,intelligence,Problem-solving,2
58,male,high school,intelligence,Intellect,3
58,male,high school,intelligence,Reading,4
58,male,high school,intelligence,Information,5
59,male,high school,intelligence,Gadgets,1
59,male,high school,intelligence,Artificial Intelligence,2
59,male,high school,intelligence,NASA,3
59,male,high school,intelligence,Neuroscience,4
59,male,high school,intelligence,Experiment,5
60,male,high school,intelligence,Wisdom,1
60,male,high school,intelligence,Learning,2
60,male,high school,intelligence,Insight,3
60,male,high school,intelligence,Understanding,4
60,male,high school,intelligence,Perception,5
61,male,high school,intelligence,Einstein,1
61,male,high school,intelligence,science,2
61,male,high school,intelligence,smart people,3
61,male,high school,intelligence,math,4
61,male,high school,intelligence,high IQ,5
62,male,high school,intelligence,brain,1
62,male,high school,intelligence,genius,2
62,male,high school,intelligence,technology,3
62,male,high school,intelligence,computers,4
62,male,high school,intelligence,chess,5
63,male,high school,intelligence,problem-solving,1
63,male,high school,intelligence,learning,2
63,male,high school,intelligence,reading,3
63,male,high school,intelligence,college,4
63,male,high school,intelligence,knowledge,5
64,male,high school,intelligence,IQ tests,1
64,male,high school,intelligence,experiments,2
64,male,high school,intelligence,NASA,3
64,male,high school,intelligence,physics,4
64,male,high school,intelligence,innovation,5
65,male,high school,intelligence,books,1
65,male,high school,intelligence,education,2
65,male,high school,intelligence,professors,3
65,male,high school,intelligence,tech companies,4
65,male,high school,intelligence,coding,5
66,male,high school,intelligence,debates,1
66,male,high school,intelligence,analytics,2
66,male,high school,intelligence,strategy games,3
66,male,high school,intelligence,intelligence agencies,4
66,male,high school,intelligence,linguistics,5
67,male,high school,intelligence,scholarships,1
67,male,high school,intelligence,intelligence tests,2
67,male,high school,intelligence,logical reasoning,3
67,male,high school,intelligence,discoveries,4
67,male,high school,intelligence,inventions,5
68,male,high school,intelligence,history,1
68,male,high school,intelligence,space exploration,2
68,male,high school,intelligence,artificial intelligence,3
68,male,high school,intelligence,quantum computing,4
68,male,high school,intelligence,neuroscience,5
69,male,high school,intelligence,critical thinking,1
69,male,high school,intelligence,wisdom,2
69,male,high school,intelligence,documentaries,3
69,male,high school,intelligence,scholarly articles,4
69,male,high school,intelligence,Mensa,5
70,male,high school,intelligence,puzzles,1
70,male,high school,intelligence,intelligence quotient,2
70,male,high school,intelligence,research,3
70,male,high school,intelligence,engineers,4
70,male,high school,intelligence,philosophers,5
71,male,high school,intelligence,Einstein,1
71,male,high school,intelligence,smart,2
71,male,high school,intelligence,computers,3
71,male,high school,intelligence,exams,4
71,male,high school,intelligence,genius,5
72,male,high school,intelligence,brains,1
72,male,high school,intelligence,IQ tests,2
72,male,high school,intelligence,books,3
72,male,high school,intelligence,university,4
72,male,high school,intelligence,chess,5
73,male,high school,intelligence,problem-solving,1
73,male,high school,intelligence,tech,2
73,male,high school,intelligence,innovators,3
73,male,high school,intelligence,scientists,4
73,male,high school,intelligence,mathematics,5
74,male,high school,intelligence,intellect,1
74,male,high school,intelligence,theory,2
74,male,high school,intelligence,logic puzzles,3
74,male,high school,intelligence,coding,4
74,male,high school,intelligence,SpaceX,5
75,male,high school,intelligence,knowledge,1
75,male,high school,intelligence,learning,2
75,male,high school,intelligence,Stephen Hawking,3
75,male,high school,intelligence,artificial intelligence,4
75,male,high school,intelligence,research,5
76,male,high school,intelligence,reading,1
76,male,high school,intelligence,education,2
76,male,high school,intelligence,Tesla,3
76,male,high school,intelligence,curiosity,4
76,male,high school,intelligence,debate,5
77,male,high school,intelligence,Mensa,1
77,male,high school,intelligence,philosophy,2
77,male,high school,intelligence,encryption,3
77,male,high school,intelligence,Silicon Valley,4
77,male,high school,intelligence,data,5
78,male,high school,intelligence,history,1
78,male,high school,intelligence,literature,2
78,male,high school,intelligence,astrophysics,3
78,male,high school,intelligence,analytics,4
78,male,high school,intelligence,linguistics,5
79,male,high school,intelligence,strategy games,1
79,male,high school,intelligence,invention,2
79,male,high school,intelligence,engineering,3
79,male,high school,intelligence,robotics,4
79,male,high school,intelligence,algorithms,5
80,male,high school,intelligence,wisdom,1
80,male,high school,intelligence,critical thinking,2
80,male,high school,intelligence,discovery,3
80,male,high school,intelligence,neuroscience,4
80,male,high school,intelligence,quantum physics,5
81,male,high school,intelligence,Einstein,1
81,male,high school,intelligence,IQ tests,2
81,male,high school,intelligence,math,3
81,male,high school,intelligence,college,4
81,male,high school,intelligence,chess,5
82,male,high school,intelligence,books,1
82,male,high school,intelligence,smart glasses,2
82,male,high school,intelligence,scientists,3
82,male,high school,intelligence,computers,4
82,male,high school,intelligence,trivia,5
83,male,high school,intelligence,genius,1
83,male,high school,intelligence,Albert Einstein,2
83,male,high school,intelligence,high IQ,3
83,male,high school,intelligence,technology,4
83,male,high school,intelligence,university,5
84,male,high school,intelligence,knowledge,1
84,male,high school,intelligence,study,2
84,male,high school,intelligence,reading,3
84,male,high school,intelligence,professor,4
84,male,high school,intelligence,inventions,5
85,male,high school,intelligence,problem-solving,1
85,male,high school,intelligence,logic games,2
85,male,high school,intelligence,Stephen Hawking,3
85,male,high school,intelligence,research,4
85,male,high school,intelligence,coding,5
86,male,high school,intelligence,philosophy,1
86,male,high school,intelligence,NASA,2
86,male,high school,intelligence,innovation,3
86,male,high school,intelligence,Silicon Valley,4
86,male,high school,intelligence,puzzles,5
87,male,high school,intelligence,history,1
87,male,high school,intelligence,genius,2
87,male,high school,intelligence,scholarships,3
87,male,high school,intelligence,debate team,4
87,male,high school,intelligence,linguistics,5
88,male,high school,intelligence,literature,1
88,male,high school,intelligence,Mensa,2
88,male,high school,intelligence,analytical skills,3
88,male,high school,intelligence,Nobel Prize,4
88,male,high school,intelligence,experts,5
89,male,high school,intelligence,brain,1
89,male,high school,intelligence,education,2
89,male,high school,intelligence,GPA,3
89,male,high school,intelligence,honors classes,4
89,male,high school,intelligence,Bill Gates,5
90,male,high school,intelligence,thinking,1
90,male,high school,intelligence,reasoning,2
90,male,high school,intelligence,academia,3
90,male,high school,intelligence,laboratories,4
90,male,high school,intelligence,smartwatch,5
91,male,high school,intelligence,Smart,1
91,male,high school,intelligence,Genius,2
91,male,high school,intelligence,Einstein,3
91,male,high school,intelligence,IQ,4
91,male,high school,intelligence,Brainpower,5
92,male,high school,intelligence,Education,1
92,male,high school,intelligence,Schools,2
92,male,high school,intelligence,Books,3
92,male,high school,intelligence,Knowledge,4
92,male,high school,intelligence,Wisdom,5
93,male,high school,intelligence,Clever,1
93,male,high school,intelligence,Quick-thinking,2
93,male,high school,intelligence,Problem-solving,3
93,male,high school,intelligence,Analytical,4
93,male,high school,intelligence,Strategic,5
94,male,high school,intelligence,Tech,1
94,male,high school,intelligence,Computers,2
94,male,high school,intelligence,Coding,3
94,male,high school,intelligence,Artificial Intelligence,4
94,male,high school,intelligence,Innovation,5
95,male,high school,intelligence,Science,1
95,male,high school,intelligence,Mathematics,2
95,male,high school,intelligence,Physics,3
95,male,high school,intelligence,Chemistry,4
95,male,high school,intelligence,Biology,5
96,male,high school,intelligence,Intelligence tests,1
96,male,high school,intelligence,IQ scores,2
96,male,high school,intelligence,Mensa,3
96,male,high school,intelligence,Gifted,4
96,male,high school,intelligence,Smarty-pants,5
97,male,high school,intelligence,Stephen Hawking,1
97,male,high school,intelligence,Tesla,2
97,male,high school,intelligence,Bill Gates,3
97,male,high school,intelligence,Steve Jobs,4
97,male,high school,intelligence,Mark Zuckerberg,5
98,male,high school,intelligence,Chess,1
98,male,high school,intelligence,Strategy games,2
98,male,high school,intelligence,Puzzles,3
98,male,high school,intelligence,Rubik's Cube,4
98,male,high school,intelligence,Sudoku,5
99,male,high school,intelligence,Reading,1
99,male,high school,intelligence,Studying,2
99,male,high school,intelligence,Learning,3
99,male,high school,intelligence,Research,4
99,male,high school,intelligence,Curiosity,5
100,male,high school,intelligence,Spies,1
100,male,high school,intelligence,CIA,2
100,male,high school,intelligence,FBI,3
100,male,high school,intelligence,James Bond,4
100,male,high school,intelligence,Secret codes,5
101,male,high school,intelligence,Smartphones,1
101,male,high school,intelligence,Albert Einstein,2
101,male,high school,intelligence,puzzles,3
101,male,high school,intelligence,chess,4
101,male,high school,intelligence,college,5
102,male,high school,intelligence,IQ tests,1
102,male,high school,intelligence,reading,2
102,male,high school,intelligence,computers,3
102,male,high school,intelligence,science fiction,4
102,male,high school,intelligence,Stephen Hawking,5
103,male,high school,intelligence,books,1
103,male,high school,intelligence,university,2
103,male,high school,intelligence,Bill Gates,3
103,male,high school,intelligence,math,4
103,male,high school,intelligence,Elon Musk,5
104,male,high school,intelligence,documentaries,1
104,male,high school,intelligence,brain,2
104,male,high school,intelligence,coding,3
104,male,high school,intelligence,artificial intelligence,4
104,male,high school,intelligence,technology,5
105,male,high school,intelligence,geniuses,1
105,male,high school,intelligence,innovation,2
105,male,high school,intelligence,research,3
105,male,high school,intelligence,space,4
105,male,high school,intelligence,Neil deGrasse Tyson,5
106,male,high school,intelligence,knowledge,1
106,male,high school,intelligence,Google,2
106,male,high school,intelligence,laboratories,3
106,male,high school,intelligence,genius bar,4
106,male,high school,intelligence,Steve Jobs,5
107,male,high school,intelligence,thinking,1
107,male,high school,intelligence,analysis,2
107,male,high school,intelligence,Sherlock Holmes,3
107,male,high school,intelligence,programming,4
107,male,high school,intelligence,robots,5
108,male,high school,intelligence,wisdom,1
108,male,high school,intelligence,history,2
108,male,high school,intelligence,literature,3
108,male,high school,intelligence,physics,4
108,male,high school,intelligence,Carl Sagan,5
109,male,high school,intelligence,education,1
109,male,high school,intelligence,NASA,2
109,male,high school,intelligence,trivia,3
109,male,high school,intelligence,inventors,4
109,male,high school,intelligence,Mark Zuckerberg,5
110,male,high school,intelligence,curiosity,1
110,male,high school,intelligence,experiments,2
110,male,high school,intelligence,data,3
110,male,high school,intelligence,Information Age,4
110,male,high school,intelligence,Alan Turing,5
111,male,high school,intelligence,Albert Einstein,1
111,male,high school,intelligence,science,2
111,male,high school,intelligence,IQ tests,3
111,male,high school,intelligence,brain,4
111,male,high school,intelligence,smart people,5
112,male,high school,intelligence,smart,1
112,male,high school,intelligence,education,2
112,male,high school,intelligence,college degree,3
112,male,high school,intelligence,knowledge,4
112,male,high school,intelligence,books,5
113,male,high school,intelligence,clever,1
113,male,high school,intelligence,problem-solving,2
113,male,high school,intelligence,genius,3
113,male,high school,intelligence,innovation,4
113,male,high school,intelligence,technology,5
114,male,high school,intelligence,wisdom,1
114,male,high school,intelligence,understanding,2
114,male,high school,intelligence,reasoning,3
114,male,high school,intelligence,logic,4
114,male,high school,intelligence,critical thinking,5
115,male,high school,intelligence,intelligence agencies,1
115,male,high school,intelligence,spies,2
115,male,high school,intelligence,codes,3
115,male,high school,intelligence,secret messages,4
115,male,high school,intelligence,cybersecurity,5
116,male,high school,intelligence,chess,1
116,male,high school,intelligence,artificial intelligence,2
116,male,high school,intelligence,computers,3
116,male,high school,intelligence,programming,4
116,male,high school,intelligence,math,5
117,male,high school,intelligence,reading,1
117,male,high school,intelligence,learning,2
117,male,high school,intelligence,studying,3
117,male,high school,intelligence,school,4
117,male,high school,intelligence,teachers,5
118,male,high school,intelligence,success,1
118,male,high school,intelligence,business,2
118,male,high school,intelligence,strategy,3
118,male,high school,intelligence,leadership,4
118,male,high school,intelligence,achievement,5
119,male,high school,intelligence,creativity,1
119,male,high school,intelligence,imagination,2
119,male,high school,intelligence,inventions,3
119,male,high school,intelligence,discoveries,4
119,male,high school,intelligence,exploration,5
120,male,high school,intelligence,curiosity,1
120,male,high school,intelligence,questions,2
120,male,high school,intelligence,research,3
120,male,high school,intelligence,analysis,4
120,male,high school,intelligence,facts,5
121,male,high school,intelligence,Einstein,1
121,male,high school,intelligence,math,2
121,male,high school,intelligence,school,3
121,male,high school,intelligence,books,4
121,male,high school,intelligence,IQ,5
122,male,high school,intelligence,smart people,1
122,male,high school,intelligence,technology,2
122,male,high school,intelligence,college,3
122,male,high school,intelligence,science,4
122,male,high school,intelligence,computer,5
123,male,high school,intelligence,genius,1
123,male,high school,intelligence,tests,2
123,male,high school,intelligence,brain,3
123,male,high school,intelligence,thinking,4
123,male,high school,intelligence,puzzles,5
124,male,high school,intelligence,reading,1
124,male,high school,intelligence,knowledge,2
124,male,high school,intelligence,education,3
124,male,high school,intelligence,studying,4
124,male,high school,intelligence,chess,5
125,male,high school,intelligence,Bill Gates,1
125,male,high school,intelligence,innovation,2
125,male,high school,intelligence,NASA,3
125,male,high school,intelligence,experiments,4
125,male,high school,intelligence,analysis,5
126,male,high school,intelligence,problem-solving,1
126,male,high school,intelligence,logic,2
126,male,high school,intelligence,philosophy,3
126,male,high school,intelligence,history,4
126,male,high school,intelligence,languages,5
127,male,high school,intelligence,Steve Jobs,1
127,male,high school,intelligence,internet,2
127,male,high school,intelligence,intelligence agencies,3
127,male,high school,intelligence,spy movies,4
127,male,high school,intelligence,coding,5
128,male,high school,intelligence,library,1
128,male,high school,intelligence,documentaries,2
128,male,high school,intelligence,debates,3
128,male,high school,intelligence,lectures,4
128,male,high school,intelligence,scholarships,5
129,male,high school,intelligence,artificial intelligence,1
129,male,high school,intelligence,robots,2
129,male,high school,intelligence,space exploration,3
129,male,high school,intelligence,physics,4
129,male,high school,intelligence,inventions,5
130,male,high school,intelligence,trivia,1
130,male,high school,intelligence,SATs,2
130,male,high school,intelligence,MENSA,3
130,male,high school,intelligence,research,4
130,male,high school,intelligence,professors,5
131,male,high school,intelligence,Einstein,1
131,male,high school,intelligence,IQ tests,2
131,male,high school,intelligence,computers,3
131,male,high school,intelligence,science,4
131,male,high school,intelligence,chess,5
132,male,high school,intelligence,smart people,1
132,male,high school,intelligence,college degrees,2
132,male,high school,intelligence,books,3
132,male,high school,intelligence,math,4
132,male,high school,intelligence,professors,5
133,male,high school,intelligence,problem-solving,1
133,male,high school,intelligence,knowledge,2
133,male,high school,intelligence,brain,3
133,male,high school,intelligence,learning,4
133,male,high school,intelligence,education,5
134,male,high school,intelligence,genius,1
134,male,high school,intelligence,innovation,2
134,male,high school,intelligence,technology,3
134,male,high school,intelligence,physics,4
134,male,high school,intelligence,coding,5
135,male,high school,intelligence,intelligence agencies,1
135,male,high school,intelligence,spies,2
135,male,high school,intelligence,hacking,3
135,male,high school,intelligence,secret codes,4
135,male,high school,intelligence,government secrets,5
136,male,high school,intelligence,puzzles,1
136,male,high school,intelligence,strategy games,2
136,male,high school,intelligence,video games,3
136,male,high school,intelligence,logic,4
136,male,high school,intelligence,reasoning,5
137,male,high school,intelligence,success,1
137,male,high school,intelligence,business,2
137,male,high school,intelligence,inventors,3
137,male,high school,intelligence,patents,4
137,male,high school,intelligence,startups,5
138,male,high school,intelligence,reading,1
138,male,high school,intelligence,libraries,2
138,male,high school,intelligence,research,3
138,male,high school,intelligence,studies,4
138,male,high school,intelligence,scholarships,5
139,male,high school,intelligence,artificial intelligence,1
139,male,high school,intelligence,robots,2
139,male,high school,intelligence,automation,3
139,male,high school,intelligence,computer programming,4
139,male,high school,intelligence,machine learning,5
140,male,high school,intelligence,curiosity,1
140,male,high school,intelligence,documentaries,2
140,male,high school,intelligence,debates,3
140,male,high school,intelligence,critical thinking,4
140,male,high school,intelligence,philosophy,5
141,male,high school,intelligence,Albert Einstein,1
141,male,high school,intelligence,IQ tests,2
141,male,high school,intelligence,college,3
141,male,high school,intelligence,smart people,4
141,male,high school,intelligence,problem-solving,5
142,male,high school,intelligence,books,1
142,male,high school,intelligence,education,2
142,male,high school,intelligence,knowledge,3
142,male,high school,intelligence,learning,4
142,male,high school,intelligence,science,5
143,male,high school,intelligence,math,1
143,male,high school,intelligence,genius,2
143,male,high school,intelligence,chess,3
143,male,high school,intelligence,technology,4
143,male,high school,intelligence,innovation,5
144,male,high school,intelligence,history,1
144,male,high school,intelligence,trivia,2
144,male,high school,intelligence,reading,3
144,male,high school,intelligence,scholars,4
144,male,high school,intelligence,university,5
145,male,high school,intelligence,logic,1
145,male,high school,intelligence,brain,2
145,male,high school,intelligence,study,3
145,male,high school,intelligence,research,4
145,male,high school,intelligence,professor,5
146,male,high school,intelligence,curiosity,1
146,male,high school,intelligence,wisdom,2
146,male,high school,intelligence,intellectual,3
146,male,high school,intelligence,debate,4
146,male,high school,intelligence,theories,5
147,male,high school,intelligence,programming,1
147,male,high school,intelligence,languages,2
147,male,high school,intelligence,intelligence agencies,3
147,male,high school,intelligence,cryptography,4
147,male,high school,intelligence,Alan Turing,5
148,male,high school,intelligence,memory,1
148,male,high school,intelligence,concentration,2
148,male,high school,intelligence,analytics,3
148,male,high school,intelligence,philosophy,4
148,male,high school,intelligence,creativity,5
149,male,high school,intelligence,exams,1
149,male,high school,intelligence,SAT,2
149,male,high school,intelligence,GPA,3
149,male,high school,intelligence,scholarships,4
149,male,high school,intelligence,valedictorian,5
150,male,high school,intelligence,puzzles,1
150,male,high school,intelligence,strategy games,2
150,male,high school,intelligence,inventions,3
150,male,high school,intelligence,space exploration,4
150,male,high school,intelligence,Elon Musk,5
151,male,high school,intelligence,smart,1
151,male,high school,intelligence,genius,2
151,male,high school,intelligence,IQ,3
151,male,high school,intelligence,Einstein,4
151,male,high school,intelligence,books,5
152,male,high school,intelligence,brain,1
152,male,high school,intelligence,science,2
152,male,high school,intelligence,clever,3
152,male,high school,intelligence,technology,4
152,male,high school,intelligence,learning,5
153,male,high school,intelligence,tests,1
153,male,high school,intelligence,university,2
153,male,high school,intelligence,knowledge,3
153,male,high school,intelligence,professor,4
