participant_id,gender,education,cue,response,response_position
54,male,high school,intelligence,technology,1
54,male,high school,intelligence,reading,2
54,male,high school,intelligence,critical thinking,3
54,male,high school,intelligence,astrophysics,4
54,male,high school,intelligence,logic,5
55,male,high school,intelligence,history knowledge,1
55,male,high school,intelligence,vocabulary,2
55,male,high school,intelligence,debate,3
55,male,high school,intelligence,creativity,4
55,male,high school,intelligence,analyzing data,5
56,male,high school,intelligence,problem solving,1
56,male,high school,intelligence,strategy games,2
56,male,high school,intelligence,learning,3
56,male,high school,intelligence,curiosity,4
56,male,high school,intelligence,innovation,5
57,male,high school,intelligence,mathematics,1
57,male,high school,intelligence,coding,2
57,male,high school,intelligence,trivia,3
57,male,high school,intelligence,philosophy,4
57,male,high school,intelligence,study,5
58,male,high school,intelligence,knowledge,1
58,male,high school,intelligence,intelligence agencies,2
58,male,high school,intelligence,physics,3
58,male,high school,intelligence,research,4
58,male,high school,intelligence,education,5
59,male,high school,intelligence,high IQ,1
59,male,high school,intelligence,Mensa,2
59,male,high school,intelligence,scholarships,3
59,male,high school,intelligence,artificial intelligence,4
59,male,high school,intelligence,neuroscience,5
60,male,high school,intelligence,wisdom,1
60,male,high school,intelligence,brainpower,2
60,male,high school,intelligence,Elon Musk,3
60,male,high school,intelligence,theoretical physics,4
60,male,high school,intelligence,experiments,5
61,male,high school,intelligence,Einstein,1
61,male,high school,intelligence,smart,2
61,male,high school,intelligence,books,3
61,male,high school,intelligence,IQ tests,4
61,male,high school,intelligence,college,5
62,male,high school,intelligence,genius,1
62,male,high school,intelligence,brain,2
62,male,high school,intelligence,learning,3
62,male,high school,intelligence,science,4
62,male,high school,intelligence,math,5
63,male,high school,intelligence,clever,1
63,male,high school,intelligence,problem-solving,2
63,male,high school,intelligence,wisdom,3
63,male,high school,intelligence,knowledge,4
63,male,high school,intelligence,technology,5
64,male,high school,intelligence,intelligent design,1
64,male,high school,intelligence,chess,2
64,male,high school,intelligence,university,3
64,male,high school,intelligence,innovation,4
64,male,high school,intelligence,curiosity,5
65,male,high school,intelligence,high grades,1
65,male,high school,intelligence,debate club,2
65,male,high school,intelligence,logic puzzles,3
65,male,high school,intelligence,reading,4
65,male,high school,intelligence,computer programming,5
66,male,high school,intelligence,Stephen Hawking,1
66,male,high school,intelligence,NASA,2
66,male,high school,intelligence,artificial intelligence,3
66,male,high school,intelligence,research,4
66,male,high school,intelligence,coding,5
67,male,high school,intelligence,analytics,1
67,male,high school,intelligence,thinking,2
67,male,high school,intelligence,educated,3
67,male,high school,intelligence,diploma,4
67,male,high school,intelligence,libraries,5
68,male,high school,intelligence,inventions,1
68,male,high school,intelligence,philosophers,2
68,male,high school,intelligence,physics,3
68,male,high school,intelligence,intelligence agency,4
68,male,high school,intelligence,data analysis,5
69,male,high school,intelligence,mental agility,1
69,male,high school,intelligence,strategy games,2
69,male,high school,intelligence,documentaries,3
69,male,high school,intelligence,academic journals,4
69,male,high school,intelligence,scholarships,5
70,male,high school,intelligence,Mensa,1
70,male,high school,intelligence,neuroscience,2
70,male,high school,intelligence,critical thinking,3
70,male,high school,intelligence,linguistics,4
70,male,high school,intelligence,expertise,5
71,male,high school,intelligence,Smart people,1
71,male,high school,intelligence,high IQ,2
71,male,high school,intelligence,Einstein,3
71,male,high school,intelligence,college degrees,4
71,male,high school,intelligence,solving problems,5
72,male,high school,intelligence,books,1
72,male,high school,intelligence,science,2
72,male,high school,intelligence,math,3
72,male,high school,intelligence,technology,4
72,male,high school,intelligence,chess,5
73,male,high school,intelligence,knowledge,1
73,male,high school,intelligence,learning,2
73,male,high school,intelligence,genius,3
73,male,high school,intelligence,tests,4
73,male,high school,intelligence,grades,5
74,male,high school,intelligence,computers,1
74,male,high school,intelligence,NASA,2
74,male,high school,intelligence,professors,3
74,male,high school,intelligence,research,4
74,male,high school,intelligence,coding,5
75,male,high school,intelligence,thinking,1
75,male,high school,intelligence,brainpower,2
75,male,high school,intelligence,puzzles,3
75,male,high school,intelligence,intelligence agencies,4
75,male,high school,intelligence,logic,5
76,male,high school,intelligence,education,1
76,male,high school,intelligence,scholarships,2
76,male,high school,intelligence,PhDs,3
76,male,high school,intelligence,inventors,4
76,male,high school,intelligence,innovations,5
77,male,high school,intelligence,history,1
77,male,high school,intelligence,literature,2
77,male,high school,intelligence,psychology,3
77,male,high school,intelligence,philosophy,4
77,male,high school,intelligence,debates,5
78,male,high school,intelligence,robots,1
78,male,high school,intelligence,AI,2
78,male,high school,intelligence,brain games,3
78,male,high school,intelligence,memory,4
78,male,high school,intelligence,creativity,5
79,male,high school,intelligence,linguistics,1
79,male,high school,intelligence,quantum physics,2
79,male,high school,intelligence,medicine,3
79,male,high school,intelligence,engineering,4
79,male,high school,intelligence,analytics,5
80,male,high school,intelligence,wisdom,1
80,male,high school,intelligence,critical thinking,2
80,male,high school,intelligence,curiosity,3
80,male,high school,intelligence,understanding,4
80,male,high school,intelligence,insight,5
81,male,high school,intelligence,Einstein,1
81,male,high school,intelligence,smart,2
81,male,high school,intelligence,books,3
81,male,high school,intelligence,IQ,4
81,male,high school,intelligence,genius,5
82,male,high school,intelligence,brain,1
82,male,high school,intelligence,tests,2
82,male,high school,intelligence,math,3
82,male,high school,intelligence,science,4
82,male,high school,intelligence,reading,5
83,male,high school,intelligence,clever,1
83,male,high school,intelligence,quick,2
83,male,high school,intelligence,puzzle,3
83,male,high school,intelligence,knowledge,4
83,male,high school,intelligence,education,5
84,male,high school,intelligence,think,1
84,male,high school,intelligence,smart people,2
84,male,high school,intelligence,grades,3
84,male,high school,intelligence,college,4
84,male,high school,intelligence,high IQ,5
85,male,high school,intelligence,technology,1
85,male,high school,intelligence,inventors,2
85,male,high school,intelligence,discovery,3
85,male,high school,intelligence,research,4
85,male,high school,intelligence,innovation,5
86,male,high school,intelligence,analysis,1
86,male,high school,intelligence,logical,2
86,male,high school,intelligence,reasoning,3
86,male,high school,intelligence,problem-solving,4
86,male,high school,intelligence,intellect,5
87,male,high school,intelligence,wisdom,1
87,male,high school,intelligence,understanding,2
87,male,high school,intelligence,learning,3
87,male,high school,intelligence,intelligence tests,4
87,male,high school,intelligence,scholars,5
88,male,high school,intelligence,memory,1
88,male,high school,intelligence,cleverness,2
88,male,high school,intelligence,smartness,3
88,male,high school,intelligence,savvy,4
88,male,high school,intelligence,wit,5
89,male,high school,intelligence,professor,1
89,male,high school,intelligence,scientist,2
89,male,high school,intelligence,engineer,3
89,male,high school,intelligence,doctor,4
89,male,high school,intelligence,mathematician,5
90,male,high school,intelligence,curiosity,1
90,male,high school,intelligence,study,2
90,male,high school,intelligence,educated,3
90,male,high school,intelligence,brains,4
90,male,high school,intelligence,intelligent conversation,5
91,male,high school,intelligence,Einstein,1
91,male,high school,intelligence,smart,2
91,male,high school,intelligence,IQ,3
91,male,high school,intelligence,books,4
91,male,high school,intelligence,technology,5
92,male,high school,intelligence,brains,1
92,male,high school,intelligence,genius,2
92,male,high school,intelligence,exams,3
92,male,high school,intelligence,computers,4
92,male,high school,intelligence,science,5
93,male,high school,intelligence,thinking,1
93,male,high school,intelligence,clever,2
93,male,high school,intelligence,tests,3
93,male,high school,intelligence,knowledge,4
93,male,high school,intelligence,learning,5
94,male,high school,intelligence,smartwatch,1
94,male,high school,intelligence,innovation,2
94,male,high school,intelligence,brainstorm,3
94,male,high school,intelligence,analysis,4
94,male,high school,intelligence,strategy,5
95,male,high school,intelligence,intelligence agency,1
95,male,high school,intelligence,code,2
95,male,high school,intelligence,puzzle,3
95,male,high school,intelligence,logic,4
95,male,high school,intelligence,math,5
96,male,high school,intelligence,reading,1
96,male,high school,intelligence,school,2
96,male,high school,intelligence,wisdom,3
96,male,high school,intelligence,invent,4
96,male,high school,intelligence,curiosity,5
97,male,high school,intelligence,chess,1
97,male,high school,intelligence,intelligence test,2
97,male,high school,intelligence,study,3
97,male,high school,intelligence,problem-solving,4
97,male,high school,intelligence,experiments,5
98,male,high school,intelligence,artificial intelligence,1
98,male,high school,intelligence,brainpower,2
98,male,high school,intelligence,educated,3
98,male,high school,intelligence,research,4
98,male,high school,intelligence,innovation,5
99,male,high school,intelligence,nerds,1
99,male,high school,intelligence,genius,2
99,male,high school,intelligence,intelligence quotient,3
99,male,high school,intelligence,scholarships,4
99,male,high school,intelligence,university,5
100,male,high school,intelligence,intellect,1
100,male,high school,intelligence,smart people,2
100,male,high school,intelligence,high scores,3
100,male,high school,intelligence,trivia,4
100,male,high school,intelligence,inventions,5
101,male,high school,intelligence,Einstein,1
101,male,high school,intelligence,IQ tests,2
101,male,high school,intelligence,science,3
101,male,high school,intelligence,smart people,4
101,male,high school,intelligence,computers,5
102,male,high school,intelligence,books,1
102,male,high school,intelligence,college,2
102,male,high school,intelligence,knowledge,3
102,male,high school,intelligence,brain,4
102,male,high school,intelligence,genius,5
103,male,high school,intelligence,Stephen Hawking,1
103,male,high school,intelligence,reading,2
103,male,high school,intelligence,mathematics,3
103,male,high school,intelligence,logic,4
103,male,high school,intelligence,analytics,5
104,male,high school,intelligence,problem-solving,1
104,male,high school,intelligence,chess,2
104,male,high school,intelligence,technology,3
104,male,high school,intelligence,innovation,4
104,male,high school,intelligence,curiosity,5
105,male,high school,intelligence,intelligence agencies,1
105,male,high school,intelligence,spy movies,2
105,male,high school,intelligence,code-breaking,3
105,male,high school,intelligence,high tech,4
105,male,high school,intelligence,cybersecurity,5
106,male,high school,intelligence,debates,1
106,male,high school,intelligence,philosophy,2
106,male,high school,intelligence,vocabulary,3
106,male,high school,intelligence,discussions,4
106,male,high school,intelligence,thought experiments,5
107,male,high school,intelligence,science fiction,1
107,male,high school,intelligence,AI,2
107,male,high school,intelligence,robotics,3
107,male,high school,intelligence,future technology,4
107,male,high school,intelligence,space exploration,5
108,male,high school,intelligence,history,1
108,male,high school,intelligence,literature,2
108,male,high school,intelligence,experts,3
108,male,high school,intelligence,professors,4
108,male,high school,intelligence,education,5
109,male,high school,intelligence,puzzles,1
109,male,high school,intelligence,games,2
109,male,high school,intelligence,strategy,3
109,male,high school,intelligence,critical thinking,4
109,male,high school,intelligence,IQ scores,5
110,male,high school,intelligence,trivia,1
110,male,high school,intelligence,memory,2
110,male,high school,intelligence,learning,3
110,male,high school,intelligence,understanding,4
110,male,high school,intelligence,insight,5
111,male,high school,intelligence,Einstein,1
111,male,high school,intelligence,smart,2
111,male,high school,intelligence,high IQ,3
111,male,high school,intelligence,college degree,4
111,male,high school,intelligence,science,5
112,male,high school,intelligence,books,1
112,male,high school,intelligence,clever,2
112,male,high school,intelligence,problem-solving,3
112,male,high school,intelligence,knowledge,4
112,male,high school,intelligence,wisdom,5
113,male,high school,intelligence,genius,1
113,male,high school,intelligence,innovation,2
113,male,high school,intelligence,technology,3
113,male,high school,intelligence,quick thinker,4
113,male,high school,intelligence,logical,5
114,male,high school,intelligence,Stephen Hawking,1
114,male,high school,intelligence,educated,2
114,male,high school,intelligence,brainy,3
114,male,high school,intelligence,analytical,4
114,male,high school,intelligence,high grades,5
115,male,high school,intelligence,entrepreneurship,1
115,male,high school,intelligence,successful,2
115,male,high school,intelligence,intellectual,3
115,male,high school,intelligence,chess,4
115,male,high school,intelligence,mathematics,5
116,male,high school,intelligence,curiosity,1
116,male,high school,intelligence,learning,2
116,male,high school,intelligence,understanding,3
116,male,high school,intelligence,genius,4
116,male,high school,intelligence,inventiveness,5
117,male,high school,intelligence,Sherlock Holmes,1
117,male,high school,intelligence,strategy,2
117,male,high school,intelligence,intelligence agency,3
117,male,high school,intelligence,spy,4
117,male,high school,intelligence,deduction,5
118,male,high school,intelligence,reading,1
118,male,high school,intelligence,school,2
118,male,high school,intelligence,professor,3
118,male,high school,intelligence,expertise,4
118,male,high school,intelligence,Albert Einstein,5
119,male,high school,intelligence,Mensa,1
119,male,high school,intelligence,IQ test,2
119,male,high school,intelligence,debate,3
119,male,high school,intelligence,critical thinking,4
119,male,high school,intelligence,scholarships,5
120,male,high school,intelligence,programming,1
120,male,high school,intelligence,artificial intelligence,2
120,male,high school,intelligence,hacking,3
120,male,high school,intelligence,software,4
120,male,high school,intelligence,innovation,5
121,male,high school,intelligence,Einstein,1
121,male,high school,intelligence,smart,2
121,male,high school,intelligence,IQ tests,3
121,male,high school,intelligence,college,4
121,male,high school,intelligence,reading,5
122,male,high school,intelligence,brains,1
122,male,high school,intelligence,math,2
122,male,high school,intelligence,scientists,3
122,male,high school,intelligence,technology,4
122,male,high school,intelligence,logic,5
123,male,high school,intelligence,genius,1
123,male,high school,intelligence,knowledge,2
123,male,high school,intelligence,study,3
123,male,high school,intelligence,books,4
123,male,high school,intelligence,clever,5
124,male,high school,intelligence,intelligence agency,1
124,male,high school,intelligence,spies,2
124,male,high school,intelligence,secrets,3
124,male,high school,intelligence,government,4
124,male,high school,intelligence,codes,5
125,male,high school,intelligence,problem-solving,1
125,male,high school,intelligence,critical thinking,2
125,male,high school,intelligence,analysis,3
125,male,high school,intelligence,reasoning,4
125,male,high school,intelligence,innovation,5
126,male,high school,intelligence,chess,1
126,male,high school,intelligence,high scores,2
126,male,high school,intelligence,trivia,3
126,male,high school,intelligence,puzzles,4
126,male,high school,intelligence,strategy games,5
127,male,high school,intelligence,technology,1
127,male,high school,intelligence,computers,2
127,male,high school,intelligence,software,3
127,male,high school,intelligence,programming,4
127,male,high school,intelligence,internet,5
128,male,high school,intelligence,history,1
128,male,high school,intelligence,learning,2
128,male,high school,intelligence,education,3
128,male,high school,intelligence,degrees,4
128,male,high school,intelligence,lectures,5
129,male,high school,intelligence,robots,1
129,male,high school,intelligence,AI,2
129,male,high school,intelligence,future,3
129,male,high school,intelligence,science fiction,4
129,male,high school,intelligence,automation,5
130,male,high school,intelligence,wisdom,1
130,male,high school,intelligence,life experience,2
130,male,high school,intelligence,street smarts,3
130,male,high school,intelligence,intuition,4
130,male,high school,intelligence,understanding,5
131,male,high school,intelligence,Einstein,1
131,male,high school,intelligence,smart,2
131,male,high school,intelligence,tests,3
131,male,high school,intelligence,college,4
131,male,high school,intelligence,books,5
132,male,high school,intelligence,IQ,1
132,male,high school,intelligence,genius,2
132,male,high school,intelligence,math,3
132,male,high school,intelligence,science,4
132,male,high school,intelligence,study,5
133,male,high school,intelligence,brain,1
133,male,high school,intelligence,knowledge,2
133,male,high school,intelligence,learning,3
133,male,high school,intelligence,reading,4
133,male,high school,intelligence,education,5
134,male,high school,intelligence,computers,1
134,male,high school,intelligence,technology,2
134,male,high school,intelligence,innovation,3
134,male,high school,intelligence,inventing,4
134,male,high school,intelligence,coding,5
135,male,high school,intelligence,problem-solving,1
135,male,high school,intelligence,puzzles,2
135,male,high school,intelligence,chess,3
135,male,high school,intelligence,strategy,4
135,male,high school,intelligence,logic,5
136,male,high school,intelligence,professors,1
136,male,high school,intelligence,researchers,2
136,male,high school,intelligence,scholars,3
136,male,high school,intelligence,academia,4
136,male,high school,intelligence,degrees,5
137,male,high school,intelligence,analytics,1
137,male,high school,intelligence,data,2
137,male,high school,intelligence,research,3
137,male,high school,intelligence,intelligence agencies,4
137,male,high school,intelligence,spies,5
138,male,high school,intelligence,creativity,1
138,male,high school,intelligence,writing,2
138,male,high school,intelligence,arts,3
138,male,high school,intelligence,design,4
138,male,high school,intelligence,imagination,5
139,male,high school,intelligence,history,1
139,male,high school,intelligence,geography,2
139,male,high school,intelligence,linguistics,3
139,male,high school,intelligence,literature,4
139,male,high school,intelligence,philosophy,5
140,male,high school,intelligence,robots,1
140,male,high school,intelligence,AI,2
140,male,high school,intelligence,machine learning,3
140,male,high school,intelligence,future,4
140,male,high school,intelligence,tech advancements,5
141,male,high school,intelligence,Einstein,1
141,male,high school,intelligence,IQ tests,2
141,male,high school,intelligence,smart,3
141,male,high school,intelligence,math,4
141,male,high school,intelligence,reading,5
142,male,high school,intelligence,brain,1
142,male,high school,intelligence,college,2
142,male,high school,intelligence,chess,3
142,male,high school,intelligence,genius,4
142,male,high school,intelligence,technology,5
143,male,high school,intelligence,science,1
143,male,high school,intelligence,books,2
143,male,high school,intelligence,university,3
143,male,high school,intelligence,knowledge,4
143,male,high school,intelligence,puzzles,5
144,male,high school,intelligence,Stephen Hawking,1
144,male,high school,intelligence,innovation,2
144,male,high school,intelligence,education,3
144,male,high school,intelligence,analytics,4
144,male,high school,intelligence,coding,5
145,male,high school,intelligence,knowledge,1
145,male,high school,intelligence,wisdom,2
145,male,high school,intelligence,learning,3
145,male,high school,intelligence,academia,4
145,male,high school,intelligence,intellect,5
146,male,high school,intelligence,research,1
146,male,high school,intelligence,curiosity,2
146,male,high school,intelligence,thinking,3
146,male,high school,intelligence,problem-solving,4
146,male,high school,intelligence,philosophy,5
147,male,high school,intelligence,Bill Gates,1
147,male,high school,intelligence,study,2
147,male,high school,intelligence,logic,3
147,male,high school,intelligence,theory,4
147,male,high school,intelligence,understanding,5
148,male,high school,intelligence,invention,1
148,male,high school,intelligence,discovery,2
148,male,high school,intelligence,analysis,3
148,male,high school,intelligence,rationality,4
148,male,high school,intelligence,expertise,5
149,male,high school,intelligence,memory,1
149,male,high school,intelligence,concentration,2
149,male,high school,intelligence,debate,3
149,male,high school,intelligence,scholarship,4
149,male,high school,intelligence,creativity,5
150,male,high school,intelligence,intelligence agencies,1
150,male,high school,intelligence,data,2
150,male,high school,intelligence,artificial intelligence,3
150,male,high school,intelligence,strategy,4
150,male,high school,intelligence,insights,5
151,male,high school,intelligence,Einstein,1
151,male,high school,intelligence,smart,2
151,male,high school,intelligence,college,3
151,male,high school,intelligence,books,4
151,male,high school,intelligence,tests,5
152,male,high school,intelligence,brains,1
152,male,high school,intelligence,genius,2
152,male,high school,intelligence,IQ,3
152,male,high school,intelligence,learning,4
152,male,high school,intelligence,knowledge,5
153,male,high school,intelligence,Sherlock Holmes,1
153,male,high school,intelligence,detective,2
153,male,high school,intelligence,problem-solving,3
153,male,high school,intelligence,logic,4
153,male,high school,intelligence,clever,5
154,male,high school,intelligence,tech,1
154,male,high school,intelligence,computers,2
154,male,high school,intelligence,coding,3
154,male,high school,intelligence,innovation,4
154,male,high school,intelligence,science,5
155,male,high school,intelligence,professor,1
155,male,high school,intelligence,university,2
155,male,high school,intelligence,advanced degrees,3
155,male,high school,intelligence,lectures,4
155,male,high school,intelligence,studies,5
